index,News,Symbol,Space,Win Rate,Profit,Last 12 Profit,Max_Min,Max_Min_Last_Year,Max_Open,Max_Open_Last_Year,Min_Open,Min_Open_Last_Year,Time_of_Max,Time_of_Max_Last_Year,Time_of_Min,Time_of_Min_Last_Year,Time_of_MinMax,Time_of_MinMax_Last_Year,Buy_Stop,Buy_Stop_Last_Year,Sell_Stop,Sell_Stop_Last_Year
0,ANZ Business Confidence_0.5,AUDUSD,4,0.7,355.9,296.0,[139.2 216.7],[126.6 169.4],[ 70.3 144.5],[ 58.3 109.2],[ 68.9 129.8],[ 68.2 117.7],[ 9.3 21. ],[ 4.  13.5],[ 9.9 21.3],[14.7 27.3],"(array([18.1, 26.4]),)","(array([21.4, 28.9]),)","(array([41.7, 67.2]),)","(array([34.5, 47.7]),)","(array([20.6, 40.4]),)","(array([19.2, 30.6]),)"
1,ANZ Business Confidence_1,AUDUSD,2,0.885,585.9000000000001,531.9,[212.8 373.1],[211.9 320. ],[110.1 238.9],[114.5 197.9],[102.8 202.3],[ 97.4 166.9],[24.1 46.6],[24.7 43.3],[25.2 46.4],[25.2 43.9],"(array([35.6, 51.2]),)","(array([27.6, 41.5]),)","(array([41.4, 66.9]),)","(array([34.5, 47.7]),)","(array([20.3, 40.3]),)","(array([19.2, 30.6]),)"
2,ANZ Business Confidence_1.5,AUDUSD,3,0.56,638.8,601.9,[235.9 402.9],[238.  363.9],[122.9 260.4],[133.6 232.6],[113.  220.3],[104.4 170.5],[35.7 67.3],[34.8 62.6],[34.3 63.6],[37.  62.9],"(array([48.7, 70.8]),)","(array([37.7, 56.7]),)","(array([40.6, 65.1]),)","(array([34.5, 47.7]),)","(array([19.9, 39.2]),)","(array([19.2, 30.6]),)"
3,ANZ Business Confidence_2,AUDUSD,4,0.9025,635.8,617.7,[244.5 391.3],[248.7 369. ],[117.5 220. ],[142.7 236.1],[127. 251.],[105.9 171.8],[50.9 91.8],[42.2 78.2],[45.9 85.7],[43.3 74.9],"(array([61. , 90.4]),)","(array([51.3, 82.1]),)","(array([40.1, 64.4]),)","(array([34.5, 47.7]),)","(array([19.6, 38.9]),)","(array([19.2, 30.6]),)"
4,ANZ Business Confidence_2.5,AUDUSD,2,0.775,674.6,736.2,[262.3 412.3],[296.1 440.1],[124.8 228.2],[179.6 304.9],[137.5 268.4],[116.5 196.9],[ 63.  113.9],[52.7 93. ],[ 56.6 106.1],[ 68.7 121.4],"(array([ 74.8, 112.7]),)","(array([ 69.8, 114.2]),)","(array([39.9, 64. ]),)","(array([34.5, 47.7]),)","(array([19.6, 39.2]),)","(array([19.2, 30.6]),)"
5,ANZ Business Confidence_3,AUDUSD,3,0.53,708.2,839.2,[274.9 433.3],[327.2 512. ],[133.6 243.5],[182.5 307.1],[141.4 274.3],[144.7 251. ],[ 75.5 138.4],[ 58.3 109.5],[ 66.7 127.1],[ 87.8 158. ],"(array([ 93.5, 143. ]),)","(array([ 90.8, 147. ]),)","(array([39.2, 62.9]),)","(array([34.5, 47.7]),)","(array([19.3, 39. ]),)","(array([19.2, 30.6]),)"
6,ANZ Business Confidence_3.5,AUDUSD,3,0.5633333333333334,749.4000000000001,896.7,[291.1 458.3],[348.3 548.4],[145.7 263.8],[186.  310.3],[145.4 272. ],[162.3 282.9],[102.3 180.7],[ 88.7 165.2],[ 74.5 143.9],[ 95.  174.4],"(array([113.7, 173.3]),)","(array([124.2, 181.4]),)","(array([39.8, 63.9]),)","(array([34.5, 47.7]),)","(array([19.7, 40.2]),)","(array([19.2, 30.6]),)"
7,ANZ Business Confidence_4,AUDUSD,3,0.5933333333333334,761.7,961.6,[297.4 464.3],[373.1 588.5],[151.2 269.4],[199.2 322.3],[146.2 275.7],[173.9 313.1],[118.7 208.5],[105.7 199. ],[ 80.6 156.8],[101.1 189. ],"(array([132.1, 193. ]),)","(array([147.2, 210.2]),)","(array([39.3, 63. ]),)","(array([34.5, 47.7]),)","(array([19.3, 39.5]),)","(array([19.2, 30.6]),)"
8,ANZ Commodity Price Index (MoM)_0.5,AUDUSD,4,0.9125,339.4,303.6,[135.1 204.3],[127.9 175.7],[ 73.  138.9],[ 78.6 144.5],[ 62.2 123.1],[49.3 94.4],[12.4 24.8],[14.2 26.5],[ 8.7 19.5],[ 8.7 19. ],"(array([19. , 26.9]),)","(array([19.7, 28. ]),)","(array([41.5, 73.6]),)","(array([38.9, 55.8]),)","(array([21.2, 44.2]),)","(array([18. , 28.1]),)"
9,ANZ Commodity Price Index (MoM)_1,AUDUSD,3,0.9233333333333332,529.0,434.4,[208. 321.],[184.3 250.1],[111.2 214.8],[123.1 223.1],[ 96.9 195.9],[ 61.2 109.1],[26.  46.9],[29.7 54.3],[23.8 44.9],[22.3 43.1],"(array([32.9, 47.8]),)","(array([36.6, 52.3]),)","(array([40.5, 72.4]),)","(array([38.9, 55.8]),)","(array([20.8, 44.4]),)","(array([18. , 28.1]),)"
10,ANZ Commodity Price Index (MoM)_1.5,AUDUSD,3,0.5833333333333334,632.9000000000001,515.1,[244.8 388.1],[220.5 294.6],[120.5 226.9],[148.1 259.5],[124.3 265.6],[ 72.4 129.8],[37.8 68.9],[50.2 82.1],[35.8 67.5],[36.1 70.8],"(array([47.9, 71.5]),)","(array([51.1, 69.7]),)","(array([38.2, 67.9]),)","(array([38.9, 55.8]),)","(array([19.2, 41.6]),)","(array([18. , 28.1]),)"
11,ANZ Commodity Price Index (MoM)_2,AUDUSD,2,0.88,766.1,618.9000000000001,[281.  485.1],[263.8 355.1],[138.1 263. ],[187.3 318.4],[142.9 340.2],[ 76.5 136.4],[51.5 92.9],[ 74.2 114.3],[46.3 87.6],[42.1 82. ],"(array([65.1, 96.8]),)","(array([ 77.5, 107.1]),)","(array([38.3, 68.1]),)","(array([38.9, 55.8]),)","(array([19.3, 41.8]),)","(array([18. , 28.1]),)"
12,ANZ Commodity Price Index (MoM)_2.5,AUDUSD,2,0.865,800.7,643.5,[294.5 506.2],[272.  371.5],[146.7 280.1],[195.5 336.1],[147.8 353.9],[ 76.5 136.4],[ 65.8 119.5],[ 87.1 138. ],[52.7 98.6],[42.1 82. ],"(array([ 78.7, 117. ]),)","(array([ 90.3, 129.3]),)","(array([38.5, 68.8]),)","(array([38.9, 55.8]),)","(array([19.4, 42.4]),)","(array([18. , 28.1]),)"
13,ANZ Commodity Price Index (MoM)_3,AUDUSD,2,0.88,904.3,758.9,[333.5 570.8],[312.4 446.5],[180.6 360.9],[235.9 416.7],[152.9 365.3],[ 76.5 136.4],[ 85.9 150.2],[110.7 174.7],[ 58.6 111.7],[42.1 82. ],"(array([ 90.6, 136.7]),)","(array([107.1, 157.8]),)","(array([38.8, 69.7]),)","(array([38.9, 55.8]),)","(array([19.7, 43.3]),)","(array([18. , 28.1]),)"
14,ANZ Commodity Price Index (MoM)_3.5,AUDUSD,2,0.87,963.1,778.9,[354.6 608.5],[325.5 453.4],[193.3 394.3],[247.9 426.8],[161.3 378.9],[ 77.6 138.8],[ 98.7 173. ],[134.7 208. ],[ 68.6 133.2],[ 49.3 105. ],"(array([106.1, 159.5]),)","(array([138.4, 184.6]),)","(array([39.3, 70.4]),)","(array([38.9, 55.8]),)","(array([19.6, 43. ]),)","(array([18. , 28.1]),)"
15,ANZ Commodity Price Index (MoM)_4,AUDUSD,2,0.82,1092.8,884.0,[405.8 687. ],[369.9 514.1],[220.5 449.9],[292.3 486.1],[185.3 420.9],[ 77.6 138.8],[111.2 194.4],[146.3 225.5],[ 83.  163.2],[ 49.3 105. ],"(array([126.5, 190.4]),)","(array([150. , 202.2]),)","(array([40.2, 72.4]),)","(array([38.9, 55.8]),)","(array([20.2, 44.5]),)","(array([18. , 28.1]),)"
16,Budget Balance_0.5,AUDUSD,2,1.0,357.9,309.5,[138.2 219.7],[116.8 192.7],[ 75.8 136.8],[ 61.1 108.7],[ 62.4 136.2],[ 55.7 135.6],[13.1 24.9],[12.6 23.8],[ 7.2 19.2],[ 7.2 19.2],"(array([21.6, 28.9]),)","(array([21.2, 28. ]),)","(array([43.7, 67.8]),)","(array([34.7, 54.2]),)","(array([25.8, 44.9]),)","(array([19.9, 33.7]),)"
17,Budget Balance_1,AUDUSD,2,0.865,528.6,465.6,[202.  326.6],[173.7 291.9],[ 93.2 157.1],[ 84.6 138.6],[108.7 228.5],[ 89.2 198.4],[29.8 51.8],[35.5 57.8],[23.  46.8],[22.2 45.8],"(array([35.8, 52.5]),)","(array([36.5, 55. ]),)","(array([44.6, 70. ]),)","(array([32.8, 51.7]),)","(array([26.2, 46.5]),)","(array([18.6, 31.4]),)"
18,Budget Balance_1.5,AUDUSD,2,0.735,583.2,490.3,[232.6 350.6],[186.8 303.5],[114.7 185.2],[ 94.2 150.6],[117.9 240.9],[ 92.6 203.8],[47.9 79.2],[49.1 76.2],[37.2 69.2],[37.7 68.7],"(array([47. , 72.8]),)","(array([42.4, 67.5]),)","(array([44.6, 70. ]),)","(array([32.8, 51.7]),)","(array([26.2, 46.5]),)","(array([18.6, 31.4]),)"
19,Budget Balance_2,AUDUSD,2,0.885,674.0,554.2,[266.4 407.6],[210.9 343.3],[140.  257.1],[114.3 207.4],[126.4 257.4],[ 96.6 205.7],[56.7 92.5],[57.2 87.8],[46.1 85.7],[40.3 76. ],"(array([53.9, 82.4]),)","(array([49.1, 76.9]),)","(array([44.9, 70.8]),)","(array([32.8, 51.7]),)","(array([26.5, 47.3]),)","(array([18.6, 31.4]),)"
20,Budget Balance_2.5,AUDUSD,2,0.85,729.4,626.8,[287.7 441.7],[232.7 394.1],[158.  297.3],[134.7 271.6],[129.7 261.2],[ 98.1 206.7],[ 76.  127.5],[ 69.  114.1],[ 54.  101.8],[50.  95.6],"(array([ 78.5, 116.1]),)","(array([ 66. , 100.6]),)","(array([44.9, 70.8]),)","(array([32.8, 51.7]),)","(array([26.5, 47.3]),)","(array([18.6, 31.4]),)"
21,Budget Balance_3,AUDUSD,2,0.89,737.7,632.2,[291.5 446.2],[236.6 395.6],[159.2 298.6],[138.5 274.9],[132.3 266.6],[ 98.1 206.7],[ 89.7 151.3],[ 85.7 140.4],[ 57.8 107.4],[50.  95.6],"(array([ 80.3, 122.7]),)","(array([ 67.7, 108.3]),)","(array([42.9, 68.1]),)","(array([32.8, 51.7]),)","(array([25.4, 46. ]),)","(array([18.6, 31.4]),)"
22,Budget Balance_3.5,AUDUSD,3,0.95,772.4,691.2,[305.  467.4],[259.7 431.5],[167.3 320. ],[158.1 313.7],[137.7 275.1],[101.7 209.1],[ 98.8 170.1],[101.2 167.5],[ 62.9 122.8],[45.1 92.9],"(array([ 91.9, 145.3]),)","(array([ 80.4, 130.4]),)","(array([43.8, 69.3]),)","(array([38.6, 64.1]),)","(array([26.2, 47. ]),)","(array([24.2, 45.1]),)"
23,Budget Balance_4,AUDUSD,2,0.885,902.8,754.1,[361.  541.8],[293.1 461. ],[202.9 383.4],[162.8 317.8],[158.1 300.5],[130.2 267.1],[141.1 229.3],[121.1 211.1],[ 68.6 145.1],[ 50.5 111.3],"(array([127.9, 192. ]),)","(array([115.6, 180.6]),)","(array([45.6, 70.6]),)","(array([43.8, 69.8]),)","(array([27.2, 48.2]),)","(array([28.4, 50.3]),)"
24,Building Consents (MoM)_0.5,AUDUSD,3,0.5866666666666667,255.8,276.9,[ 97.4 158.4],[103.5 173.4],[ 48.2 101.4],[ 72.1 144.9],[ 49.2 103.4],[31.4 55.8],[10.7 22.4],[17.7 28.3],[12.3 23.5],[ 8.2 17.4],"(array([18.4, 26.5]),)","(array([18.2, 27.4]),)","(array([26.6, 49.3]),)","(array([21.9, 32.4]),)","(array([14.9, 29.6]),)","(array([12.8, 24.1]),)"
25,Building Consents (MoM)_1,AUDUSD,3,0.5333333333333333,363.5,319.1,[138.7 224.8],[122.8 196.3],[ 67.9 145.4],[ 82.1 160.9],[ 70.9 144.5],[40.7 78.3],[24.5 46.2],[29.9 48.7],[24.8 45.6],[18.1 38.1],"(array([32.5, 46.9]),)","(array([33.2, 41.6]),)","(array([27.9, 51.7]),)","(array([21.9, 32.4]),)","(array([15.6, 30.7]),)","(array([12.8, 24.1]),)"
26,Building Consents (MoM)_1.5,AUDUSD,2,0.885,468.4,379.1,[187.6 280.8],[160.3 218.8],[ 98.  195.3],[110.7 187.2],[ 89.5 171.6],[49.6 89.6],[50.8 85.4],[61.4 90.4],[43.2 75.7],[35.8 68.8],"(array([50.2, 74.4]),)","(array([44.7, 71. ]),)","(array([28.6, 52.5]),)","(array([21.9, 32.4]),)","(array([16. , 31.3]),)","(array([12.8, 24.1]),)"
27,Building Consents (MoM)_2,AUDUSD,2,0.875,568.4,493.3,[228.5 339.9],[207.7 285.6],[120.1 228.7],[142.7 240.6],[108.4 209.5],[ 65.  110.1],[ 70.6 112.2],[ 89.3 116.9],[ 60.5 101.7],[ 56.7 104.5],"(array([58.5, 87.8]),)","(array([47.7, 81.7]),)","(array([28.6, 52.5]),)","(array([21.9, 32.4]),)","(array([16. , 31.3]),)","(array([12.8, 24.1]),)"
28,Building Consents (MoM)_2.5,AUDUSD,2,0.945,668.7,595.1,[270.8 397.9],[247.6 347.5],[146.7 269.1],[161.2 272.6],[124.1 245.9],[ 86.4 162.7],[ 91.3 142.1],[100.2 136.1],[ 71.2 121.7],[ 63.6 120.1],"(array([ 79.4, 115.7]),)","(array([ 63.4, 100.7]),)","(array([28.6, 52.5]),)","(array([21.9, 32.4]),)","(array([16. , 31.3]),)","(array([12.8, 24.1]),)"
29,Building Consents (MoM)_3,AUDUSD,2,0.93,761.5,644.5,[311.3 450.2],[279.  365.5],[172.2 313.2],[186.7 291.3],[139.1 267.5],[ 92.2 170.4],[110.8 172.5],[127.2 181. ],[ 85.7 145.2],[ 66.8 128. ],"(array([ 95.4, 137.4]),)","(array([ 83.5, 124.4]),)","(array([28.5, 52.6]),)","(array([21.9, 32.4]),)","(array([15.9, 31.3]),)","(array([12.8, 24.1]),)"
30,Building Consents (MoM)_3.5,AUDUSD,3,0.5866666666666667,929.1,671.6,[353.3 575.8],[289.3 382.3],[199.4 411.8],[197.1 309.8],[153.9 313.4],[ 92.2 170.4],[122.5 192.4],[140.5 205.3],[ 93.6 158.5],[ 66.8 128. ],"(array([106.5, 156.1]),)","(array([ 96.8, 151.7]),)","(array([27.6, 50.7]),)","(array([21.9, 32.4]),)","(array([15.3, 29.8]),)","(array([12.8, 24.1]),)"
31,Building Consents (MoM)_4,AUDUSD,2,0.93,960.6,752.5999999999999,[370.  590.6],[328.2 424.4],[211.3 426.9],[230.2 351.3],[158.7 320.4],[ 98.  184.3],[132.4 208.9],[156.  233.4],[101.5 174.8],[ 72.1 143.4],"(array([116.4, 167.8]),)","(array([117.6, 178.5]),)","(array([28.1, 51.4]),)","(array([21.9, 32.4]),)","(array([15.6, 30.2]),)","(array([12.8, 24.1]),)"
32,Business NZ PMI_0.5,AUDUSD,4,0.935,309.7,256.0,[106.8 202.9],[ 89.3 166.7],[ 44.4 110.2],[44.7 83.6],[ 62.3 133.5],[ 44.6 122.9],[ 7.8 18.6],[10.2 21.8],[15.6 27.4],[16.7 29.2],"(array([18.3, 27.2]),)","(array([21.7, 32.2]),)","(array([31. , 60.9]),)","(array([19.5, 29.8]),)","(array([16.6, 34.8]),)","(array([10.3, 16.7]),)"
33,Business NZ PMI_1,AUDUSD,3,0.5966666666666667,412.3,353.9,[153.  259.3],[137.6 216.3],[ 64.9 148.1],[ 75.2 129.3],[ 88.2 166.7],[ 62.3 138.5],[22.  44.6],[31.1 52.6],[29.4 48.9],[20.1 39.6],"(array([34.4, 49.1]),)","(array([33.2, 51.3]),)","(array([31.8, 60.5]),)","(array([25.5, 40.1]),)","(array([16.6, 32.6]),)","(array([15. , 26.5]),)"
34,Business NZ PMI_1.5,AUDUSD,2,0.865,533.0,398.6,[194. 339.],[160.9 237.7],[ 87. 195.],[ 94.3 161.1],[107.  216.8],[ 66.6 142.2],[34.1 67. ],[50.4 81.3],[41.8 69.9],[28.1 57.4],"(array([49.1, 69.1]),)","(array([47., 67.]),)","(array([32.2, 61.4]),)","(array([25.5, 40.1]),)","(array([17. , 33.2]),)","(array([15. , 26.5]),)"
35,Business NZ PMI_2,AUDUSD,2,0.875,726.2,491.8,[253.  473.2],[202.7 289.1],[116.7 279.6],[104.7 167.8],[136.4 268.7],[ 98.1 196.4],[ 57.8 103.7],[ 70.1 104.4],[ 63.8 106.3],[54.2 97.9],"(array([ 69.5, 102. ]),)","(array([56.5, 81.9]),)","(array([32.5, 61.8]),)","(array([25.5, 40.1]),)","(array([17.1, 33.4]),)","(array([15. , 26.5]),)"
36,Business NZ PMI_2.5,AUDUSD,2,0.835,904.1,550.5999999999999,[319.7 584.4],[225.7 324.9],[151.6 360.2],[107.1 169.9],[168.1 345.4],[118.6 236.4],[ 75.8 129.4],[ 78.7 121.4],[ 77.4 129.2],[ 71.7 130.3],"(array([ 80.6, 119.3]),)","(array([ 73.3, 109.4]),)","(array([32.6, 62.1]),)","(array([25.5, 40.1]),)","(array([17.1, 33.4]),)","(array([15. , 26.5]),)"
37,Business NZ PMI_3,AUDUSD,2,0.85,1003.1,597.8,[349.6 653.5],[246.7 351.1],[169.3 424.5],[107.3 170.2],[180.3 358.2],[139.4 258.8],[ 87.6 149.3],[ 82.2 129.1],[ 95.1 154.2],[120.  182.7],"(array([ 94.2, 135.7]),)","(array([ 81.2, 118. ]),)","(array([32.5, 62.2]),)","(array([25.5, 40.1]),)","(array([17. , 33.5]),)","(array([15. , 26.5]),)"
38,Business NZ PMI_3.5,AUDUSD,2,0.875,1184.2,639.0,[410.5 773.7],[267.3 371.7],[199.4 521.8],[107.3 170.2],[211.1 408.1],[160.  279.3],[ 98.5 168.4],[ 82.2 129.1],[121.8 188.2],[162.5 213.5],"(array([112.4, 162.2]),)","(array([106.7, 148.1]),)","(array([32.8, 63.3]),)","(array([25.5, 40.1]),)","(array([16.9, 33.6]),)","(array([15. , 26.5]),)"
39,Business NZ PMI_4,AUDUSD,2,0.905,1020.3,666.0,[396.  624.3],[288.6 377.4],[177.7 375.9],[110.6 175.6],[218.3 414.5],[178.  290.4],[111.4 194.8],[ 95.9 165.2],[131.9 206.6],[177.  239.1],"(array([129.5, 179.9]),)","(array([134.9, 174.6]),)","(array([30.9, 57.3]),)","(array([25.5, 40.1]),)","(array([15.9, 30.1]),)","(array([15. , 26.5]),)"
40,CFTC NZD speculative net positions_0.5,AUDUSD,5,0.686,289.7,140.2,[ 99.1 190.6],[65.7 74.5],[ 50.3 131.7],[21.1 41. ],[48.8 97.7],[44.6 68.7],[12.4 24.8],[ 7.7 20.1],[13.8 26.6],[21.1 33.4],"(array([19.6, 28.8]),)","(array([22.7, 32.7]),)","(array([28.1, 54.2]),)","(array([18.7, 28.2]),)","(array([15.9, 35.1]),)","(array([11.3, 20.9]),)"
41,CFTC NZD speculative net positions_1,AUDUSD,3,0.5633333333333334,315.2,246.4,[100.6 214.6],[109.9 136.5],[ 53.5 163.6],[53.6 87.9],[47.1 97.1],[56.3 95.7],[25.3 48. ],[23.2 41.1],[23.8 45.5],[16.5 36.9],"(array([34.9, 51.3]),)","(array([29.9, 46. ]),)","(array([25.6, 50.9]),)","(array([29.9, 44.9]),)","(array([14.2, 32.3]),)","(array([14.2, 24.5]),)"
42,CFTC NZD speculative net positions_1.5,AUDUSD,4,0.6825,296.70000000000005,284.8,[117.9 178.8],[127.4 157.4],[55.2 99.9],[61.7 99.3],[ 62.8 121.6],[ 65.7 117.6],[44.1 78.4],[45.3 77.1],[52.6 89.9],[53.  94.5],"(array([59.6, 84.7]),)","(array([59.3, 88.2]),)","(array([23.9, 42.3]),)","(array([30.2, 45.1]),)","(array([13.2, 26. ]),)","(array([13.8, 24.4]),)"
43,CFTC NZD speculative net positions_2,AUDUSD,2,0.75,129.9,129.9,[60.7 69.2],[60.7 69.2],[43.  43.8],[43.  43.8],[17.7 25.9],[17.7 25.9],[50.3 77.1],[50.3 77.1],[41.3 96.4],[41.3 96.4],"(array([ 72.3, 100.9]),)","(array([ 72.3, 100.9]),)","(array([16. , 17.6]),)","(array([16. , 17.6]),)","(array([ 7.7, 10.3]),)","(array([ 7.7, 10.3]),)"
44,CPI_0.5,AUDUSD,3,0.91,316.0,275.8,[128.7 187.3],[112.7 163.1],[ 59.  116.4],[ 64.  123.3],[ 69.7 124.8],[48.7 74.8],[ 8.9 20.6],[10.7 21.4],[ 8.2 19.7],[ 7.3 18.4],"(array([15.4, 25.6]),)","(array([14.2, 23.8]),)","(array([ 52.9, 100.2]),)","(array([54.7, 95.4]),)","(array([23.9, 56.1]),)","(array([17.7, 29.6]),)"
45,CPI_1,AUDUSD,2,0.9,426.3,311.0,[167.1 259.2],[128.4 182.6],[ 67.3 133.3],[ 70.5 137.7],[ 99.8 182.3],[57.9 91.7],[16.6 37.3],[18.2 37.4],[23.9 47.2],[20.4 44.5],"(array([29.7, 49.3]),)","(array([31.6, 51.6]),)","(array([ 53.4, 100.3]),)","(array([54.7, 95.4]),)","(array([26.1, 60. ]),)","(array([17.7, 29.6]),)"
46,CPI_1.5,AUDUSD,2,0.905,476.5,353.3,[191.8 284.7],[153.  200.3],[ 76.5 144.1],[ 79.6 145.6],[115.3 207.3],[ 73.4 127.9],[31.5 65. ],[36.7 70.8],[34.6 65.9],[40.7 76.1],"(array([46.6, 72.9]),)","(array([52.9, 78.1]),)","(array([ 53. , 100.5]),)","(array([58.1, 96.7]),)","(array([26.9, 62.1]),)","(array([18.1, 29.6]),)"
47,CPI_2,AUDUSD,2,0.83,575.4000000000001,368.6,[223.8 351.6],[160.2 208.4],[101.6 221.8],[ 80.3 146.4],[122.2 218.8],[ 79.9 139.6],[40.2 83.7],[39.4 78.4],[48.7 87.6],[52.7 93.3],"(array([63.7, 96.3]),)","(array([65.7, 97. ]),)","(array([ 53. , 100.5]),)","(array([58.1, 96.7]),)","(array([26.9, 62.1]),)","(array([18.1, 29.6]),)"
48,CPI_2.5,AUDUSD,2,0.805,623.9,413.6,[250.2 373.7],[183.6 230. ],[113.8 235.8],[ 84.2 149.2],[136.4 229.7],[ 99.4 168.4],[ 59. 112.],[48.6 93.7],[ 77.9 135.3],[ 81.1 143.1],"(array([ 79.6, 124. ]),)","(array([ 92.7, 134.8]),)","(array([ 53. , 100.5]),)","(array([58.1, 96.7]),)","(array([26.9, 62.1]),)","(array([18.1, 29.6]),)"
49,CPI_3,AUDUSD,2,0.82,730.4,470.9,[289.  441.4],[214.1 256.8],[144.6 303.5],[ 97.7 176.8],[144.4 233.7],[116.3 181.2],[ 76.1 148. ],[ 67.6 134.3],[ 94.2 155.9],[121.5 182.4],"(array([ 97.5, 152.1]),)","(array([111.9, 167.2]),)","(array([ 53. , 100.5]),)","(array([58.1, 96.7]),)","(array([26.9, 62.1]),)","(array([18.1, 29.6]),)"
50,CPI_3.5,AUDUSD,2,0.835,853.9000000000001,532.4,[334.2 519.7],[239.  293.4],[175.2 366.3],[ 99.2 181.2],[159.  249.9],[139.7 216.3],[ 94.8 177.8],[ 69.7 139.6],[108.9 181.8],[140.5 214.9],"(array([122.9, 182.6]),)","(array([133. , 196.1]),)","(array([46.7, 80.1]),)","(array([58.1, 96.7]),)","(array([21.5, 40.9]),)","(array([18.1, 29.6]),)"
51,CPI_4,AUDUSD,2,0.915,935.0,572.2,[365.7 569.3],[255.2 317. ],[187.6 401.8],[ 99.2 181.2],[178.1 278.8],[155.9 246.2],[100.8 190.8],[ 69.7 139.6],[121.8 204.1],[146.4 226. ],"(array([137.4, 201.4]),)","(array([138.9, 201.2]),)","(array([48. , 81.2]),)","(array([58.1, 96.7]),)","(array([22. , 41.5]),)","(array([18.1, 29.6]),)"
52,CPI (YoY)_0.5,AUDUSD,2,0.845,300.1,275.8,[123.3 176.8],[112.7 163.1],[ 52.3 101. ],[ 64.  123.3],[ 71.  125.6],[48.7 74.8],[ 8.4 19.8],[10.7 21.4],[ 8.5 20.4],[ 7.3 18.4],"(array([15.4, 26. ]),)","(array([14.2, 23.8]),)","(array([49.1, 86.4]),)","(array([54.7, 95.4]),)","(array([18.8, 35.8]),)","(array([17.7, 29.6]),)"
53,CPI (YoY)_1,AUDUSD,2,0.915,375.4,311.0,[152.9 222.5],[128.4 182.6],[ 57.6 114.1],[ 70.5 137.7],[ 95.3 166.4],[57.9 91.7],[15. 35.],[18.2 37.4],[26.1 50.1],[20.4 44.5],"(array([31.6, 51.9]),)","(array([31.6, 51.6]),)","(array([49. , 83.6]),)","(array([54.7, 95.4]),)","(array([20.6, 38.3]),)","(array([17.7, 29.6]),)"
54,CPI (YoY)_1.5,AUDUSD,2,0.885,423.2,353.3,[174.6 248.6],[153.  200.3],[ 60.6 119.2],[ 79.6 145.6],[114.  197.8],[ 73.4 127.9],[27. 59.],[36.7 70.8],[39.6 71.6],[40.7 76.1],"(array([48.4, 73.8]),)","(array([52.9, 78.1]),)","(array([48. , 81.7]),)","(array([58.1, 96.7]),)","(array([21. , 39.1]),)","(array([18.1, 29.6]),)"
55,CPI (YoY)_2,AUDUSD,2,0.865,448.2,368.6,[186.8 261.4],[160.2 208.4],[ 64.3 123.9],[ 80.3 146.4],[122.4 212.5],[ 79.9 139.6],[35.  76.9],[39.4 78.4],[52.4 90.2],[52.7 93.3],"(array([64. , 94.4]),)","(array([65.7, 97. ]),)","(array([48. , 81.7]),)","(array([58.1, 96.7]),)","(array([21. , 39.1]),)","(array([18.1, 29.6]),)"
56,CPI (YoY)_2.5,AUDUSD,2,0.77,499.8,413.6,[211.5 288.3],[183.6 230. ],[ 78.8 146.4],[ 84.2 149.2],[132.6 221.7],[ 99.4 168.4],[ 57.3 110.9],[48.6 93.7],[ 76.3 133.1],[ 81.1 143.1],"(array([ 78.1, 121.5]),)","(array([ 92.7, 134.8]),)","(array([48. , 81.7]),)","(array([58.1, 96.7]),)","(array([21. , 39.1]),)","(array([18.1, 29.6]),)"
57,CPI (YoY)_3,AUDUSD,2,0.815,587.2,470.9,[246.4 340.8],[214.1 256.8],[104.8 202.7],[ 97.7 176.8],[141.6 225.6],[116.3 181.2],[ 73.8 145.6],[ 67.6 134.3],[ 96.2 157.9],[121.5 182.4],"(array([ 95.2, 148.8]),)","(array([111.9, 167.2]),)","(array([48. , 81.7]),)","(array([58.1, 96.7]),)","(array([21. , 39.1]),)","(array([18.1, 29.6]),)"
58,CPI (YoY)_3.5,AUDUSD,2,0.885,751.0,532.4,[298.3 452.7],[239.  293.4],[141.9 295.6],[ 99.2 181.2],[156.4 242.4],[139.7 216.3],[ 88.8 171.5],[ 69.7 139.6],[115.6 188.7],[140.5 214.9],"(array([127.2, 184.4]),)","(array([133. , 196.1]),)","(array([48. , 81.7]),)","(array([58.1, 96.7]),)","(array([21. , 39.1]),)","(array([18.1, 29.6]),)"
59,CPI (YoY)_4,AUDUSD,2,0.9,830.2,572.2,[323.3 506.9],[255.2 317. ],[155.2 342.5],[ 99.2 181.2],[168.2 259. ],[155.9 246.2],[ 94.6 184.5],[ 69.7 139.6],[124.4 201.5],[146.4 226. ],"(array([139.9, 197.4]),)","(array([138.9, 201.2]),)","(array([49.6, 83.1]),)","(array([58.1, 96.7]),)","(array([21.6, 39.8]),)","(array([18.1, 29.6]),)"
60,Core Retail Sales_0.5,AUDUSD,2,0.85,231.4,194.0,[ 95.4 136. ],[ 78.8 115.2],[51.6 95.9],[36.7 64.6],[43.8 76.2],[42.1 78.9],[10.5 21.2],[ 8.9 19. ],[12.5 23.6],[12.9 25.2],"(array([16. , 23.9]),)","(array([18. , 27.1]),)","(array([27.7, 47.5]),)","(array([23. , 43.9]),)","(array([13.1, 28.5]),)","(array([11.1, 23.6]),)"
