index,News,Symbol,Space,Win Rate,Profit,Last 12 Profit,Max_Min,Max_Min_Last_Year,Max_Open,Max_Open_Last_Year,Min_Open,Min_Open_Last_Year,Time_of_Max,Time_of_Max_Last_Year,Time_of_Min,Time_of_Min_Last_Year,Time_of_MinMax,Time_of_MinMax_Last_Year,Buy_Stop,Buy_Stop_Last_Year,Sell_Stop,Sell_Stop_Last_Year
0,CFTC CHF speculative net positions_0.5,GBPCAD,5,0.85,562.0,320.1,[214.9 347.1],[136.8 183.3],[ 97.2 192.6],[45.2 79.3],[117.7 236.1],[ 91.6 152.4],[12.7 24.9],[ 3.1 10.1],[16.2 28.7],[24.8 32.9],"(array([19.9, 29. ]),)","(array([23.2, 31.2]),)","(array([54.4, 89.1]),)","(array([37.5, 48.6]),)","(array([28.5, 54.7]),)","(array([20.6, 34.6]),)"
1,CFTC CHF speculative net positions_1,GBPCAD,4,0.765,578.5,391.3,[232.3 346.2],[171.6 219.7],[114.8 222.8],[ 77.6 144.4],[117.5 217.8],[ 94.  158.4],[27.7 49.5],[19.8 39.4],[27.1 48.4],[29.2 52.8],"(array([33.7, 48.9]),)","(array([39.2, 51.7]),)","(array([49.4, 81.9]),)","(array([33.9, 50.3]),)","(array([24.3, 47.3]),)","(array([16.1, 29.8]),)"
2,CFTC CHF speculative net positions_1.5,GBPCAD,3,0.9066666666666666,774.6,552.5,[312.3 462.3],[248.5 304. ],[141.3 270.8],[103.5 199.4],[171. 302.],[145.  231.8],[47.8 79.2],[35.2 69.7],[58.7 93. ],[61.4 95.8],"(array([50.1, 75.8]),)","(array([65.2, 86.7]),)","(array([46.1, 75.2]),)","(array([34. , 50.4]),)","(array([22.3, 42.6]),)","(array([16.7, 30.2]),)"
3,CFTC CHF speculative net positions_2,GBPCAD,2,0.445,644.8,644.8,[277.  367.8],[277.  367.8],[ 91.8 149.9],[ 91.8 149.9],[185.2 282.5],[185.2 282.5],[35.9 70.1],[35.9 70.1],[ 72.2 107.7],[ 72.2 107.7],"(array([54.9, 90.6]),)","(array([54.9, 90.6]),)","(array([44.3, 69.3]),)","(array([44.3, 69.3]),)","(array([23.3, 40.5]),)","(array([23.3, 40.5]),)"
4,CFTC CHF speculative net positions_2.5,GBPCAD,2,0.945,672.8,672.8,[287.5 385.3],[287.5 385.3],[ 91.8 149.9],[ 91.8 149.9],[195.7 288.5],[195.7 288.5],[35.9 70.1],[35.9 70.1],[ 92.6 136.2],[ 92.6 136.2],"(array([56.7, 96.4]),)","(array([56.7, 96.4]),)","(array([44.3, 69.3]),)","(array([44.3, 69.3]),)","(array([23.3, 40.5]),)","(array([23.3, 40.5]),)"
5,CFTC CHF speculative net positions_3,GBPCAD,2,1.0,711.0,711.0,[302.6 408.4],[302.6 408.4],[ 89.5 154.2],[ 89.5 154.2],[213.1 308.2],[213.1 308.2],[33.8 68.5],[33.8 68.5],[ 87.9 136.4],[ 87.9 136.4],"(array([54.1, 95.2]),)","(array([54.1, 95.2]),)","(array([36.9, 59. ]),)","(array([36.9, 59. ]),)","(array([18.8, 33.6]),)","(array([18.8, 33.6]),)"
6,CFTC CHF speculative net positions_3.5,GBPCAD,2,1.0,775.4000000000001,775.4000000000001,[327.6 447.8],[327.6 447.8],[ 92.9 158.1],[ 92.9 158.1],[234.8 327.1],[234.8 327.1],[ 55.1 121.3],[ 55.1 121.3],[131.6 200.1],[131.6 200.1],"(array([115. , 175.8]),)","(array([115. , 175.8]),)","(array([36.9, 59. ]),)","(array([36.9, 59. ]),)","(array([18.8, 33.6]),)","(array([18.8, 33.6]),)"
7,CFTC CHF speculative net positions_4,GBPCAD,2,1.0,812.5,812.5,[342.9 469.6],[342.9 469.6],[108.1 184.2],[108.1 184.2],[234.8 327.1],[234.8 327.1],[ 85.9 177.7],[ 85.9 177.7],[131.6 200.1],[131.6 200.1],"(array([142.5, 197.6]),)","(array([142.5, 197.6]),)","(array([36.9, 59. ]),)","(array([36.9, 59. ]),)","(array([18.8, 33.6]),)","(array([18.8, 33.6]),)"
8,CPI (MoM)_0.5,GBPCAD,2,0.875,703.5,833.3,[279.8 423.7],[310.5 522.8],[122.5 236.7],[129.3 240. ],[157.3 305.9],[181.2 409. ],[11.6 24. ],[11.  22.4],[11.  22.7],[12.5 25.9],"(array([19.2, 27.7]),)","(array([20.7, 29.9]),)","(array([ 85.7, 137.4]),)","(array([ 75.6, 112.1]),)","(array([41.3, 77.5]),)","(array([33.4, 55. ]),)"
9,CPI (MoM)_1,GBPCAD,3,0.5933333333333334,878.3,929.2,[357.9 520.4],[369.1 560.1],[166.7 312.2],[155. 270.],[191.2 360.7],[214.1 449.2],[25.6 48.3],[24.4 48.3],[22.8 43.9],[21.7 40.7],"(array([34.3, 49.5]),)","(array([31.9, 45.5]),)","(array([ 85.4, 137.2]),)","(array([ 75.6, 112.1]),)","(array([40.8, 76.8]),)","(array([33.4, 55. ]),)"
10,CPI (MoM)_1.5,GBPCAD,4,0.8,1051.2,1073.3,[430.2 621. ],[432.8 640.5],[194.5 363.4],[187.2 351.5],[235.7 438.6],[245.6 472.4],[35.8 67.5],[39.7 74.2],[39.2 72. ],[43.1 73.3],"(array([50.7, 73.8]),)","(array([56.5, 70.5]),)","(array([ 84.8, 136.5]),)","(array([68.1, 92.2]),)","(array([40.9, 77. ]),)","(array([31.7, 52.8]),)"
11,CPI (MoM)_2,GBPCAD,4,0.955,1216.0,1081.5,[496.7 719.3],[437.6 643.9],[218.4 403.8],[187.2 351.5],[278.3 517.5],[250.3 474.6],[49.8 93.1],[39.7 74.2],[53.3 96.2],[45.3 78.8],"(array([70.2, 99.9]),)","(array([58.7, 73.3]),)","(array([ 84.8, 136.5]),)","(array([68.1, 92.2]),)","(array([40.9, 77. ]),)","(array([31.7, 52.8]),)"
12,CPI (MoM)_2.5,GBPCAD,2,0.92,1355.8,1160.4,[551.3 804.5],[479.1 681.3],[241.5 441.2],[197.2 377.9],[309.9 579.5],[281.8 502.7],[ 63.6 117.8],[45.5 90.4],[ 68.8 122.3],[ 85.8 146.8],"(array([ 87.5, 123.1]),)","(array([ 87. , 127.7]),)","(array([ 84.8, 136.5]),)","(array([68.1, 92.2]),)","(array([40.9, 77. ]),)","(array([31.7, 52.8]),)"
13,CPI (MoM)_3,GBPCAD,2,0.87,1498.4,1262.6,[605.3 893.1],[511.6 751. ],[271.6 493.1],[246.7 491.5],[333.8 623.1],[264.8 490.8],[ 79.3 144.7],[ 55.7 116.9],[ 85.4 150.1],[ 77.7 145.1],"(array([105.8, 148.8]),)","(array([102.6, 150. ]),)","(array([ 85. , 136.9]),)","(array([67.3, 91. ]),)","(array([40.8, 77.2]),)","(array([31.4, 52.3]),)"
14,CPI (MoM)_3.5,GBPCAD,2,0.87,1664.6,1392.5,[ 662.7 1001.9],[559.  833.5],[297.7 569.5],[269.  557.6],[365.  677.5],[290.  528.9],[ 91.8 167.3],[ 69.1 146.6],[100.7 173.7],[ 94.7 171.8],"(array([118.5, 169.4]),)","(array([133., 188.]),)","(array([ 84.7, 136.7]),)","(array([67.3, 91. ]),)","(array([40.8, 77.3]),)","(array([31.4, 52.3]),)"
15,CPI (MoM)_4,GBPCAD,2,0.845,1876.0,1850.2,[ 738.5 1137.5],[ 713.1 1137.1],[327.1 640.3],[336.9 677.5],[411.3 760.6],[376.2 706.3],[110.  196.6],[129.2 225.7],[126.1 211.1],[143.7 232.3],"(array([134.4, 194.4]),)","(array([149.6, 210.2]),)","(array([ 85.3, 137.6]),)","(array([65.8, 89.9]),)","(array([41. , 77.7]),)","(array([27.8, 48.2]),)"
16,CPI (YoY)_0.5,GBPCAD,2,0.85,725.3,833.3,[282.7 442.6],[310.5 522.8],[122.6 239.9],[129.3 240. ],[160.1 319.6],[181.2 409. ],[11.3 23.9],[11.  22.4],[10.6 22. ],[12.5 25.9],"(array([19.4, 27.9]),)","(array([20.7, 29.9]),)","(array([ 87.4, 140.6]),)","(array([ 75.6, 112.1]),)","(array([43.2, 79.5]),)","(array([33.4, 55. ]),)"
17,CPI (YoY)_1,GBPCAD,4,0.4525,941.6,929.2,[372.3 569.3],[369.1 560.1],[172. 322.],[155. 270.],[200.3 404. ],[214.1 449.2],[26.3 49.2],[24.4 48.3],[22.  43.3],[21.7 40.7],"(array([34.5, 49.6]),)","(array([31.9, 45.5]),)","(array([ 87.4, 140.6]),)","(array([ 75.6, 112.1]),)","(array([43.2, 79.5]),)","(array([33.4, 55. ]),)"
18,CPI (YoY)_1.5,GBPCAD,3,0.5533333333333333,1096.8,1073.3,[436.7 660.1],[432.8 640.5],[195.2 359.2],[187.2 351.5],[241.5 477.6],[245.6 472.4],[35.7 66.5],[39.7 74.2],[37.9 70.9],[43.1 73.3],"(array([50.5, 73. ]),)","(array([56.5, 70.5]),)","(array([ 86.8, 139.9]),)","(array([68.1, 92.2]),)","(array([43.3, 79.8]),)","(array([31.7, 52.8]),)"
19,CPI (YoY)_2,GBPCAD,2,0.885,1326.7,1081.5,[504.1 822.6],[437.6 643.9],[218.6 403.5],[187.2 351.5],[285.5 619.5],[250.3 474.6],[50.7 93.1],[39.7 74.2],[51.9 95.3],[45.3 78.8],"(array([70. , 98.7]),)","(array([58.7, 73.3]),)","(array([ 86.8, 139.9]),)","(array([68.1, 92.2]),)","(array([43.3, 79.8]),)","(array([31.7, 52.8]),)"
20,CPI (YoY)_2.5,GBPCAD,3,0.6,1476.5,1160.4,[566.  910.5],[479.1 681.3],[245.9 453.7],[197.2 377.9],[320.1 675.6],[281.8 502.7],[ 64.  116.7],[45.5 90.4],[ 70.3 125.2],[ 85.8 146.8],"(array([ 85.8, 122.1]),)","(array([ 87. , 127.7]),)","(array([ 86.8, 139.9]),)","(array([68.1, 92.2]),)","(array([43.3, 79.8]),)","(array([31.7, 52.8]),)"
21,CPI (YoY)_3,GBPCAD,3,0.5766666666666667,1612.0,1262.6,[620. 992.],[511.6 751. ],[279.4 515.5],[246.7 491.5],[340.6 708.5],[264.8 490.8],[ 77.2 140.5],[ 55.7 116.9],[ 87.2 152.4],[ 77.7 145.1],"(array([100.3, 145.6]),)","(array([102.6, 150. ]),)","(array([ 87. , 140.4]),)","(array([67.3, 91. ]),)","(array([43.3, 80. ]),)","(array([31.4, 52.3]),)"
22,CPI (YoY)_3.5,GBPCAD,3,0.5766666666666667,1778.5,1392.5,[ 682.7 1095.8],[559.  833.5],[310.  595.8],[269.  557.6],[372.7 758.6],[290.  528.9],[ 92.7 167.3],[ 69.1 146.6],[104.8 179.2],[ 94.7 171.8],"(array([116.5, 168.4]),)","(array([133., 188.]),)","(array([ 87. , 140.4]),)","(array([67.3, 91. ]),)","(array([43.3, 80. ]),)","(array([31.4, 52.3]),)"
23,CPI (YoY)_4,GBPCAD,4,0.68,1964.4,1850.2,[ 759.8 1204.6],[ 713.1 1137.1],[345.  675.5],[336.9 677.5],[414.8 814.4],[376.2 706.3],[111.2 197.4],[129.2 225.7],[130.4 215.8],[143.7 232.3],"(array([131.7, 191.5]),)","(array([149.6, 210.2]),)","(array([ 87.8, 141.4]),)","(array([65.8, 89.9]),)","(array([43.6, 80.5]),)","(array([27.8, 48.2]),)"
24,Consumption Indicator_0.5,GBPCAD,2,0.905,602.9,561.4,[242.5 360.4],[236.5 324.9],[136.1 242.8],[145.8 271. ],[106.4 188.1],[ 90.7 161.4],[15.1 27.1],[ 9.3 20.8],[ 9.4 20.8],[ 5.1 17.5],"(array([19.5, 27.3]),)","(array([16.1, 26.4]),)","(array([ 73.4, 109.9]),)","(array([ 87.1, 122.4]),)","(array([37.5, 66.3]),)","(array([42. , 66.2]),)"
25,Consumption Indicator_1,GBPCAD,3,0.5866666666666667,903.8,827.5999999999999,[358.  545.8],[355.2 472.4],[209.1 395.4],[222.1 382.5],[148.9 256.1],[133.2 225.4],[29.5 50.8],[32.1 54.4],[26.1 48.7],[24.7 46.5],"(array([37.2, 51.7]),)","(array([35.7, 50.6]),)","(array([ 73.7, 110.3]),)","(array([ 87.1, 122.4]),)","(array([37.7, 66.6]),)","(array([42. , 66.2]),)"
26,Consumption Indicator_1.5,GBPCAD,2,0.91,1074.1,916.2,[433.6 640.5],[403.6 512.6],[246.4 450.3],[256.5 428.4],[187.2 334.5],[147.1 244.1],[45.4 77.3],[48.9 79.3],[40.  73.9],[31.8 61.3],"(array([56.9, 77. ]),)","(array([49.9, 65.6]),)","(array([ 73.7, 110.3]),)","(array([ 87.1, 122.4]),)","(array([37.7, 66.6]),)","(array([42. , 66.2]),)"
27,Consumption Indicator_2,GBPCAD,2,0.895,1326.7,1391.8000000000002,[531.1 795.6],[588.2 803.6],[281.5 504.7],[371.2 641. ],[249.6 497. ],[217.1 448.6],[ 60.3 101.6],[ 65.4 104.6],[ 59.3 104.6],[40.4 82.1],"(array([ 71.7, 101.3]),)","(array([ 69.2, 101.4]),)","(array([ 73.7, 110.3]),)","(array([ 87.1, 122.4]),)","(array([37.7, 66.6]),)","(array([42. , 66.2]),)"
28,Consumption Indicator_2.5,GBPCAD,2,0.84,1497.1,1635.6,[600.7 896.4],[672.4 963.2],[309.2 559. ],[402.5 736.3],[291.4 580.3],[269.9 543.5],[ 71.5 122. ],[ 68.1 111.4],[ 76.8 133.1],[ 50.2 102.1],"(array([ 85.5, 123.8]),)","(array([ 81.7, 121.2]),)","(array([ 73.7, 110.3]),)","(array([ 87.1, 122.4]),)","(array([37.7, 66.6]),)","(array([42. , 66.2]),)"
29,Consumption Indicator_3,GBPCAD,4,0.44,1648.5,1735.9,[661.5 987. ],[ 708.5 1027.4],[345.  635.6],[429.3 783.1],[316.5 630.1],[279.2 568.9],[ 86.1 147. ],[ 90.9 149.9],[ 90.5 156.5],[ 53.3 111.3],"(array([ 97.6, 145.3]),)","(array([ 96.7, 143.5]),)","(array([ 74. , 110.6]),)","(array([ 87.1, 122.4]),)","(array([37.9, 66.9]),)","(array([42. , 66.2]),)"
30,Consumption Indicator_3.5,GBPCAD,3,0.94,1760.5,1954.2,[ 706.2 1054.3],[ 799.  1155.2],[360.4 658.9],[476.6 845. ],[345.8 677.7],[322.4 630.7],[104.1 173.5],[ 99.8 168.9],[109.5 184.1],[ 96.8 177.3],"(array([111.4, 166.2]),)","(array([130. , 177.4]),)","(array([ 74. , 111.1]),)","(array([ 87.1, 122.4]),)","(array([37.5, 66.6]),)","(array([42. , 66.2]),)"
31,Consumption Indicator_4,GBPCAD,2,0.935,1878.5,2268.7,[ 752.3 1126.2],[ 905.9 1362.8],[387.4 729. ],[ 544.7 1053.1],[364.9 702.4],[361.2 671. ],[117.9 199. ],[131.4 217.5],[125.8 208.2],[117.4 209.3],"(array([130., 189.]),)","(array([148. , 203.2]),)","(array([ 74. , 111.1]),)","(array([ 87.1, 122.4]),)","(array([37.5, 66.6]),)","(array([42. , 66.2]),)"
32,Employment Level_0.5,GBPCAD,2,0.87,631.1,512.5,[254.1 377. ],[214.6 297.9],[103.8 193.3],[ 98.8 192.4],[150.4 273.7],[115.7 178.5],[ 7.6 18.7],[ 4.1 10.9],[14.6 26.2],[19.9 31.6],"(array([19.7, 27.6]),)","(array([22.7, 27.2]),)","(array([ 84.6, 129.3]),)","(array([71.7, 98.6]),)","(array([42.6, 73.4]),)","(array([29.5, 47.8]),)"
33,Employment Level_1,GBPCAD,2,0.89,763.8,647.0,[323.2 440.6],[286.8 360.2],[135.  237.6],[117.3 221.6],[188.2 322.1],[169.5 252. ],[25.3 50.3],[24.  49.1],[30.9 52.5],[38.5 57.2],"(array([37.5, 53.3]),)","(array([37.7, 52.6]),)","(array([ 84.6, 129.3]),)","(array([71.7, 98.6]),)","(array([42.6, 73.4]),)","(array([29.5, 47.8]),)"
34,Employment Level_1.5,GBPCAD,2,0.765,934.1,740.5,[386.1 548. ],[328.7 411.8],[169.5 307.2],[147.2 268.4],[216.6 383.7],[181.6 276.4],[36.5 68.8],[46.7 79.2],[43.6 73.1],[40.2 61.1],"(array([51.1, 73.8]),)","(array([44.8, 59. ]),)","(array([ 84.6, 129.3]),)","(array([71.7, 98.6]),)","(array([42.6, 73.4]),)","(array([29.5, 47.8]),)"
35,Employment Level_2,GBPCAD,2,0.825,1052.9,838.0999999999999,[436.1 616.8],[364.4 473.7],[198.9 368.1],[167.2 315.7],[237.1 414.3],[197.2 318.3],[51.4 95.7],[59.4 98.1],[57.9 95.3],[53.1 87.4],"(array([64.5, 91.5]),)","(array([52.7, 75.4]),)","(array([ 85.1, 130.5]),)","(array([72. , 98.9]),)","(array([43.7, 74.4]),)","(array([30.6, 47.5]),)"
36,Employment Level_2.5,GBPCAD,2,0.845,1149.8,970.0,[477.  672.8],[417.2 552.8],[220.4 394.3],[187.7 331. ],[256.7 455. ],[229.5 398.1],[ 74.4 129.6],[ 90.  142.1],[ 74.4 123.1],[ 76.3 125.1],"(array([ 87. , 118.5]),)","(array([ 83.3, 117.8]),)","(array([ 85.1, 130.5]),)","(array([72. , 98.9]),)","(array([43.7, 74.4]),)","(array([30.6, 47.5]),)"
37,Employment Level_3,GBPCAD,2,0.885,1265.5,1128.3000000000002,[524.5 741. ],[477.6 650.7],[250.2 444.3],[241.6 452.9],[274.3 494.2],[236.  408.8],[ 94.6 159. ],[113.2 175.3],[ 87.6 142.2],[ 79.7 133.8],"(array([ 97.4, 137.2]),)","(array([104.5, 135.9]),)","(array([ 85.1, 130.5]),)","(array([72. , 98.9]),)","(array([43.7, 74.4]),)","(array([30.6, 47.5]),)"
38,Employment Level_3.5,GBPCAD,2,0.86,1382.7,1195.6,[573.5 809.2],[507.2 688.4],[284.5 499.1],[271.2 506. ],[289.  535.8],[236.  408.8],[117.9 197.3],[128.9 204.4],[102.4 171. ],[ 79.7 133.8],"(array([123. , 173.1]),)","(array([120.2, 160.9]),)","(array([ 85.1, 130.5]),)","(array([72. , 98.9]),)","(array([43.7, 74.4]),)","(array([30.6, 47.5]),)"
39,Employment Level_4,GBPCAD,2,0.905,1461.9,1272.0,[608.5 853.4],[533.5 738.5],[302.3 531.8],[279.7 521.8],[306.3 573.1],[253.7 460.3],[135.2 223.8],[138.4 222. ],[112.3 190.6],[101.9 176.3],"(array([139.9, 193. ]),)","(array([138.2, 187.9]),)","(array([ 83.4, 127.7]),)","(array([72. , 98.9]),)","(array([42.5, 72.5]),)","(array([30.6, 47.5]),)"
40,GDP_0.5,GBPCAD,3,0.9466666666666668,646.7,623.5,[258.  388.7],[259.2 364.3],[128.9 232.6],[161.1 262.7],[129.1 237.6],[ 98.1 163.8],[13.4 25.7],[18.2 31.5],[10.8 22.1],[ 4.2 10.8],"(array([17.8, 26. ]),)","(array([20.5, 29.5]),)","(array([ 78.8, 122. ]),)","(array([ 88.3, 124.3]),)","(array([42.9, 76.4]),)","(array([46.5, 76.1]),)"
41,GDP_1,GBPCAD,2,0.96,795.0,767.7,[330.6 464.4],[326.1 441.6],[163.2 281.1],[195.5 310.8],[167.4 295.7],[130.6 235.3],[26.5 49.1],[28. 50.],[24.3 45.1],[18.2 40.7],"(array([34.3, 48.7]),)","(array([31.9, 50.7]),)","(array([ 78.8, 122. ]),)","(array([ 88.3, 124.3]),)","(array([42.9, 76.4]),)","(array([46.5, 76.1]),)"
42,GDP_1.5,GBPCAD,2,0.925,981.2,946.5,[410.2 571. ],[382.3 564.2],[197.6 341.6],[217.7 348.5],[212.6 387.5],[164.6 368.4],[39.2 71.1],[33.9 63.9],[40.3 72.6],[26.6 56.5],"(array([50.1, 72.8]),)","(array([44.3, 71.1]),)","(array([ 78.8, 122. ]),)","(array([ 88.3, 124.3]),)","(array([42.9, 76.4]),)","(array([46.5, 76.1]),)"
43,GDP_2,GBPCAD,2,0.82,1085.1,996.3,[449.5 635.6],[408.9 587.4],[216.1 377.8],[230.2 356.4],[233.4 423.4],[178.7 378.1],[51.2 91.7],[55.8 99.3],[53.7 94.2],[35.2 73.5],"(array([63.4, 90.8]),)","(array([65.2, 98. ]),)","(array([ 78.8, 122. ]),)","(array([ 88.3, 124.3]),)","(array([42.9, 76.4]),)","(array([46.5, 76.1]),)"
44,GDP_2.5,GBPCAD,2,0.8,1202.6,1198.2,[500.5 702.1],[501.  697.2],[258.6 440. ],[303.2 483.5],[241.9 431.2],[197.8 394.9],[ 80.9 134.5],[ 96.8 151.6],[ 64.1 113.4],[ 66.9 131.6],"(array([ 80.4, 112.6]),)","(array([102.2, 141.7]),)","(array([ 78.5, 121.9]),)","(array([ 83.3, 121.7]),)","(array([43.3, 77. ]),)","(array([45. , 76.3]),)"
45,GDP_3,GBPCAD,2,0.78,1405.6,1419.8,[581.5 824.1],[595.5 824.3],[314.4 554.8],[371.5 620.3],[267.1 476. ],[224.  425.4],[ 99.8 166.7],[111.8 179.7],[ 83.2 142.3],[ 72.7 145.1],"(array([103. , 142.9]),)","(array([123.1, 173.2]),)","(array([ 78.5, 121.9]),)","(array([ 83.3, 121.7]),)","(array([43.3, 77. ]),)","(array([45. , 76.3]),)"
46,GDP_3.5,GBPCAD,2,0.845,1522.4,1593.9,[626.4 896. ],[650.8 943.1],[339.1 621.6],[417.8 739.3],[287.2 502.9],[233. 438.],[109.4 182.9],[121.2 197.5],[100.4 171.9],[ 81.2 164.6],"(array([114.4, 163.5]),)","(array([140.9, 196.5]),)","(array([ 78.5, 121.9]),)","(array([ 83.3, 121.7]),)","(array([43.3, 77. ]),)","(array([45. , 76.3]),)"
47,GDP_4,GBPCAD,2,0.88,1616.3,1765.8,[660.4 955.9],[ 710.3 1055.5],[359.6 679.3],[460.1 842.2],[300.8 523.6],[250.2 468.4],[120.6 203.6],[133.  221.6],[111.6 192.1],[ 85.5 175.6],"(array([131.5, 192. ]),)","(array([157. , 226.7]),)","(array([ 78.1, 122. ]),)","(array([ 83.3, 121.7]),)","(array([43.3, 77.3]),)","(array([45. , 76.3]),)"
48,GDP (YoY)_0.5,GBPCAD,2,0.895,619.8,623.5,[250.7 369.1],[259.2 364.3],[128.2 215.8],[161.1 262.7],[122.5 224.1],[ 98.1 163.8],[14.  26.1],[18.2 31.5],[10.  21.3],[ 4.2 10.8],"(array([18.1, 26.5]),)","(array([20.5, 29.5]),)","(array([ 78.7, 119.9]),)","(array([ 88.3, 124.3]),)","(array([43.4, 75.2]),)","(array([46.5, 76.1]),)"
49,GDP (YoY)_1,GBPCAD,2,0.95,771.9,767.7,[323.7 448.2],[326.1 441.6],[162.1 267.5],[195.5 310.8],[161.6 284.9],[130.6 235.3],[27.4 49.9],[28. 50.],[24.6 46.2],[18.2 40.7],"(array([34.2, 49.3]),)","(array([31.9, 50.7]),)","(array([ 78.7, 119.9]),)","(array([ 88.3, 124.3]),)","(array([43.4, 75.2]),)","(array([46.5, 76.1]),)"
50,GDP (YoY)_1.5,GBPCAD,2,0.905,963.5,946.5,[402.7 560.8],[382.3 564.2],[190.8 320.8],[217.7 348.5],[211.9 391.4],[164.6 368.4],[36.7 67. ],[33.9 63.9],[40.2 73.4],[26.6 56.5],"(array([50.8, 73.5]),)","(array([44.3, 71.1]),)","(array([ 78.7, 119.9]),)","(array([ 88.3, 124.3]),)","(array([43.4, 75.2]),)","(array([46.5, 76.1]),)"
51,GDP (YoY)_2,GBPCAD,2,0.82,1064.1,996.3,[439.1 625. ],[408.9 587.4],[204.8 358.8],[230.2 356.4],[234.3 428.9],[178.7 378.1],[46.3 85.8],[55.8 99.3],[53.9 94.9],[35.2 73.5],"(array([64.5, 92.1]),)","(array([65.2, 98. ]),)","(array([ 78.7, 119.9]),)","(array([ 88.3, 124.3]),)","(array([43.4, 75.2]),)","(array([46.5, 76.1]),)"
52,GDP (YoY)_2.5,GBPCAD,2,0.77,1201.8,1198.2,[498.  703.8],[501.  697.2],[253.1 436.4],[303.2 483.5],[244.9 439. ],[197.8 394.9],[ 78.2 134. ],[ 96.8 151.6],[ 64.3 114.9],[ 66.9 131.6],"(array([ 82.3, 116. ]),)","(array([102.2, 141.7]),)","(array([ 78.2, 119.8]),)","(array([ 83.3, 121.7]),)","(array([44. , 75.9]),)","(array([45. , 76.3]),)"
53,GDP (YoY)_3,GBPCAD,2,0.77,1353.5,1419.8,[568.8 784.7],[595.5 824.3],[303.4 533. ],[371.5 620.3],[265.5 457.1],[224.  425.4],[ 98.5 167.9],[111.8 179.7],[ 84.5 143.1],[ 72.7 145.1],"(array([104.5, 145.4]),)","(array([123.1, 173.2]),)","(array([ 78.2, 119.8]),)","(array([ 83.3, 121.7]),)","(array([44. , 75.9]),)","(array([45. , 76.3]),)"
54,GDP (YoY)_3.5,GBPCAD,2,0.875,1486.9,1593.9,[614.1 872.8],[650.8 943.1],[327.9 612.5],[417.8 739.3],[286.3 482.7],[233. 438.],[106.3 181.2],[121.2 197.5],[ 99.6 169.7],[ 81.2 164.6],"(array([112.9, 161.2]),)","(array([140.9, 196.5]),)","(array([ 78.2, 119.8]),)","(array([ 83.3, 121.7]),)","(array([44. , 75.9]),)","(array([45. , 76.3]),)"
55,GDP (YoY)_4,GBPCAD,2,0.895,1606.3000000000002,1765.8,[657.1 949.2],[ 710.3 1055.5],[357.9 687.8],[460.1 842.2],[299.2 504.3],[250.2 468.4],[122.4 208.7],[133.  221.6],[111.5 193.1],[ 85.5 175.6],"(array([135.6, 197.8]),)","(array([157. , 226.7]),)","(array([ 78.2, 119.8]),)","(array([ 83.3, 121.7]),)","(array([44. , 75.9]),)","(array([45. , 76.3]),)"
56,Industrial Production_0.5,GBPCAD,2,0.855,825.1,825.1,[349.1 476. ],[349.1 476. ],[199.6 317.9],[199.6 317.9],[149.6 302. ],[149.6 302. ],[ 8.3 17.8],[ 8.3 17.8],[13.2 26.6],[13.2 26.6],"(array([20.4, 26.1]),)","(array([20.4, 26.1]),)","(array([ 93.7, 123.9]),)","(array([ 93.7, 123.9]),)","(array([29.6, 46.5]),)","(array([29.6, 46.5]),)"
57,Industrial Production_1,GBPCAD,2,0.815,999.0,999.0,[434.1 564.9],[434.1 564.9],[243.6 416.1],[243.6 416.1],[190.6 341.3],[190.6 341.3],[23.5 47.1],[23.5 47.1],[20.6 42.1],[20.6 42.1],"(array([37.2, 50.5]),)","(array([37.2, 50.5]),)","(array([ 93.7, 123.9]),)","(array([ 93.7, 123.9]),)","(array([29.6, 46.5]),)","(array([29.6, 46.5]),)"
58,Industrial Production_1.5,GBPCAD,2,0.75,1245.1,1245.1,[531.  714.1],[531.  714.1],[303.7 465.3],[303.7 465.3],[227.3 434. ],[227.3 434. ],[44.8 79.4],[44.8 79.4],[23.6 51.6],[23.6 51.6],"(array([60.2, 78.3]),)","(array([60.2, 78.3]),)","(array([ 96.1, 126.7]),)","(array([ 96.1, 126.7]),)","(array([29.6, 47.2]),)","(array([29.6, 47.2]),)"
59,Industrial Production_2,GBPCAD,2,1.0,1492.8,1492.8,[625.5 867.3],[625.5 867.3],[383.8 657.9],[383.8 657.9],[241.7 448.7],[241.7 448.7],[ 76.2 122.2],[ 76.2 122.2],[37.4 84.4],[37.4 84.4],"(array([ 97. , 116.1]),)","(array([ 97. , 116.1]),)","(array([ 96.1, 126.7]),)","(array([ 96.1, 126.7]),)","(array([29.6, 47.2]),)","(array([29.6, 47.2]),)"
60,Industrial Production_2.5,GBPCAD,2,0.875,1564.8000000000002,1564.8000000000002,[664.2 900.6],[664.2 900.6],[412.8 711.4],[412.8 711.4],[251.4 461.5],[251.4 461.5],[ 83.  134.6],[ 83.  134.6],[ 48.9 107.7],[ 48.9 107.7],"(array([103.5, 135.6]),)","(array([103.5, 135.6]),)","(array([ 96.1, 126.7]),)","(array([ 96.1, 126.7]),)","(array([29.6, 47.2]),)","(array([29.6, 47.2]),)"
