index,News,Symbol,Space,Win Rate,Profit,Last 12 Profit,Max_Min,Max_Min_Last_Year,Max_Open,Max_Open_Last_Year,Min_Open,Min_Open_Last_Year,Time_of_Max,Time_of_Max_Last_Year,Time_of_Min,Time_of_Min_Last_Year,Time_of_MinMax,Time_of_MinMax_Last_Year,Buy_Stop,Buy_Stop_Last_Year,Sell_Stop,Sell_Stop_Last_Year
0,10-Year JGB Auction_0.5,GBPJPY,2,0.84,409.4,452.6,[159.9 249.5],[177.4 275.2],[ 77.9 146.5],[ 81.9 136.9],[ 82.  159.5],[ 95.5 167.9],[11.2 23.1],[15.  27.1],[10.9 22.7],[10.1 22.8],"(array([18.9, 26.9]),)","(array([20.4, 30.3]),)","(array([54. , 93.6]),)","(array([ 76.2, 130.1]),)","(array([29.5, 59.8]),)","(array([43.4, 87.2]),)"
1,10-Year JGB Auction_1,GBPJPY,4,0.6875,558.7,645.3,[219.4 339.3],[257.7 387.6],[105.  187.5],[123.4 203.6],[114.3 220.4],[134.3 263.5],[24.6 46.2],[32.1 54.4],[26.6 48.6],[25.5 48.8],"(array([35. , 49.7]),)","(array([38.2, 49.7]),)","(array([55.2, 95.3]),)","(array([ 76.2, 130.1]),)","(array([30.3, 61.1]),)","(array([43.4, 87.2]),)"
2,10-Year JGB Auction_1.5,GBPJPY,2,0.84,730.3,762.1,[282.8 447.5],[312.8 449.3],[132.5 230.6],[149.  246.9],[150.3 310.8],[163.8 307.9],[41.3 75.2],[57.7 90.1],[42.5 73.8],[51.7 84.9],"(array([49.3, 72.4]),)","(array([50.9, 80.6]),)","(array([54.9, 95.3]),)","(array([ 76.2, 130.1]),)","(array([30.2, 61.2]),)","(array([43.4, 87.2]),)"
3,10-Year JGB Auction_2,GBPJPY,2,0.85,917.5,942.8,[356.  561.5],[386.7 556.1],[162.8 293.7],[181.5 308.2],[193.2 397.8],[205.2 392.8],[ 57.5 100.1],[ 66.2 106.3],[ 60.3 103.4],[ 64.5 105.3],"(array([69.2, 99.1]),)","(array([55.7, 92.8]),)","(array([54.9, 95.3]),)","(array([ 76.2, 130.1]),)","(array([30.2, 61.2]),)","(array([43.4, 87.2]),)"
4,10-Year JGB Auction_2.5,GBPJPY,2,0.9,1145.0,1185.9,[442.8 702.2],[467.9 718. ],[203.8 378.2],[220.5 431. ],[239.  493.9],[247.4 463.6],[ 80.6 133.8],[ 71.2 117.9],[ 79.2 132. ],[ 94.4 148.5],"(array([ 83.2, 121.2]),)","(array([ 82.4, 122.6]),)","(array([55.4, 96. ]),)","(array([ 76.2, 130.1]),)","(array([30.6, 61.7]),)","(array([43.4, 87.2]),)"
5,10-Year JGB Auction_3,GBPJPY,2,0.91,1296.4,1326.1,[510.1 786.3],[526.8 799.3],[234.1 416.8],[224.8 438.1],[276.  559.7],[302.  554.8],[103.3 164.6],[ 75.  127.9],[ 95.5 159.6],[136.2 194.1],"(array([101.1, 145.9]),)","(array([101.9, 147.9]),)","(array([55.4, 96. ]),)","(array([ 76.2, 130.1]),)","(array([30.6, 61.7]),)","(array([43.4, 87.2]),)"
6,10-Year JGB Auction_3.5,GBPJPY,2,0.885,1445.5,1421.1,[577.8 867.7],[564.6 856.5],[272.2 479.5],[248.5 501.7],[305.6 614.8],[316.1 562.6],[125.8 197.2],[100.1 171.1],[113.9 187.3],[141.9 204.6],"(array([112.8, 166.1]),)","(array([101. , 149.9]),)","(array([55.4, 96. ]),)","(array([ 76.2, 130.1]),)","(array([30.6, 61.7]),)","(array([43.4, 87.2]),)"
7,10-Year JGB Auction_4,GBPJPY,2,0.885,1660.9,1825.1,[ 660.8 1000.1],[ 721.1 1104. ],[314.9 584.1],[312.7 690.3],[345.8 692.5],[408.3 693.4],[141.9 221.4],[123.1 210.4],[134.9 219.9],[165.5 241.1],"(array([129.3, 190.6]),)","(array([122.2, 190.1]),)","(array([55.4, 96. ]),)","(array([ 76.2, 130.1]),)","(array([30.6, 61.7]),)","(array([43.4, 87.2]),)"
8,2-Year JGB Auction_0.5,GBPJPY,2,0.88,414.7,376.8,[170.1 244.6],[164.1 212.7],[ 85.  165.6],[ 96.6 164.4],[ 85.2 145.3],[ 67.5 112.5],[14.  25.8],[12.9 25.5],[ 8.4 18.1],[ 6.1 15.5],"(array([18.2, 25.4]),)","(array([19. , 26.6]),)","(array([52.8, 78.4]),)","(array([56.2, 74.4]),)","(array([26.1, 45.4]),)","(array([26.5, 43.7]),)"
9,2-Year JGB Auction_1,GBPJPY,3,0.5533333333333333,558.4000000000001,534.6,[226.8 331.6],[223.8 310.8],[124.3 238.7],[150.2 245.1],[102.5 179.7],[ 73.6 117.9],[28.9 50.5],[38.2 58.7],[18.8 38.8],[23.2 44.7],"(array([32.6, 47.9]),)","(array([35.2, 50. ]),)","(array([52.8, 78.4]),)","(array([56.2, 74.4]),)","(array([26.1, 45.4]),)","(array([26.5, 43.7]),)"
10,2-Year JGB Auction_1.5,GBPJPY,2,0.77,670.7,675.9000000000001,[270.6 400.1],[280.6 395.3],[147.5 282.2],[179.1 286.9],[123.1 221.1],[101.5 189.3],[41.4 73. ],[49.4 76.7],[36.7 71.8],[32.7 66.7],"(array([55. , 79.2]),)","(array([50.2, 74.8]),)","(array([52.8, 78.4]),)","(array([56.2, 74.4]),)","(array([26.1, 45.4]),)","(array([26.5, 43.7]),)"
11,2-Year JGB Auction_2,GBPJPY,2,0.81,815.5,950.0,[319.8 495.7],[363.2 586.8],[161.  304.8],[198.9 315.4],[158.8 317.1],[164.2 390.7],[49.7 89.7],[ 62.4 102. ],[ 57.7 103.6],[ 61.2 111.4],"(array([69.4, 99.4]),)","(array([ 66.7, 101. ]),)","(array([52.8, 78.4]),)","(array([56.2, 74.4]),)","(array([26.1, 45.4]),)","(array([26.5, 43.7]),)"
12,2-Year JGB Auction_2.5,GBPJPY,2,0.83,924.7,1114.7,[367.4 557.3],[432.7 682. ],[184.2 336.5],[239.1 375.7],[183.2 364.1],[193.7 451.5],[ 72.4 126.7],[ 88.8 147.9],[ 74.4 130.2],[ 75.4 129.8],"(array([ 88.2, 126.2]),)","(array([ 85.7, 131. ]),)","(array([53.7, 79.1]),)","(array([56.2, 74.4]),)","(array([26.6, 46. ]),)","(array([26.5, 43.7]),)"
13,2-Year JGB Auction_3,GBPJPY,2,0.76,1074.7,1282.5,[433.6 641.1],[518.4 764.1],[216.3 391.3],[308.6 486.9],[217.3 432.1],[209.8 480.6],[ 96.1 162.7],[129.2 192. ],[ 92.1 158.2],[ 90.8 154.4],"(array([109. , 158.6]),)","(array([107.3, 165.8]),)","(array([53.7, 79.1]),)","(array([56.2, 74.4]),)","(array([26.6, 46. ]),)","(array([26.5, 43.7]),)"
14,2-Year JGB Auction_3.5,GBPJPY,2,0.905,1242.3,1458.9,[512.  730.3],[606.7 852.2],[260.3 472.9],[396.9 626.8],[251.6 490.7],[209.8 480.6],[123.  199.8],[154.6 225.7],[107.2 181.6],[ 90.8 154.4],"(array([121.5, 176.4]),)","(array([116.1, 177.5]),)","(array([53.7, 79.1]),)","(array([56.2, 74.4]),)","(array([26.6, 46. ]),)","(array([26.5, 43.7]),)"
15,2-Year JGB Auction_4,GBPJPY,2,0.82,1338.5,1570.5,[561.5 777. ],[676.6 893.9],[287.5 513.3],[436.1 681.4],[273.9 525.8],[240.5 509.8],[139.6 225.8],[168.2 246.7],[123.8 205.4],[128.  204.7],"(array([126.9, 186.2]),)","(array([110.9, 177.1]),)","(array([53.7, 79.1]),)","(array([56.2, 74.4]),)","(array([26.6, 46. ]),)","(array([26.5, 43.7]),)"
16,30-Year JGB Auction_0.5,GBPJPY,3,0.89,467.4,961.2,[158.7 308.7],[277.2 684. ],[ 83.1 219.9],[178.5 569.8],[ 75.6 143. ],[ 98.7 163.7],[11.6 23.8],[10.8 24.4],[10.7 22.8],[12.8 25.3],"(array([19.8, 27.7]),)","(array([21. , 29.4]),)","(array([48.1, 81.1]),)","(array([50.1, 71.3]),)","(array([25.7, 48.9]),)","(array([24.6, 41.5]),)"
17,30-Year JGB Auction_1,GBPJPY,3,0.9166666666666666,584.9,1059.2,[210.6 374.3],[332.3 726.9],[103.5 247. ],[206.7 592.5],[107.1 205.7],[125.7 223.6],[25.1 45.4],[21.8 46.9],[27.7 50.9],[25.3 46.6],"(array([32.4, 48.4]),)","(array([32.7, 50.1]),)","(array([47.9, 80.5]),)","(array([50.1, 71.3]),)","(array([25.6, 48.8]),)","(array([24.6, 41.5]),)"
18,30-Year JGB Auction_1.5,GBPJPY,3,0.9,720.3,1142.0,[267.7 452.6],[378.6 763.4],[131.9 290.5],[236.7 616.9],[135.8 258. ],[141.9 247.1],[42.  74.3],[49.3 76.9],[42.9 76.1],[31.3 61.6],"(array([50.2, 74. ]),)","(array([40.8, 59.6]),)","(array([48.3, 81. ]),)","(array([50.1, 71.3]),)","(array([26. , 49.2]),)","(array([24.6, 41.5]),)"
19,30-Year JGB Auction_2,GBPJPY,2,0.895,909.1,1231.6,[339.5 569.6],[422.2 809.4],[173.9 372.2],[268.  648.6],[165.6 313.6],[154.2 281. ],[ 59.5 102.9],[ 67.5 104.7],[ 62.5 105.7],[43.2 85.9],"(array([65.8, 96.6]),)","(array([59.2, 88.2]),)","(array([48.5, 81.4]),)","(array([50.1, 71.3]),)","(array([26.1, 49.4]),)","(array([24.6, 41.5]),)"
20,30-Year JGB Auction_2.5,GBPJPY,3,0.58,1168.9,1424.7,[437.2 731.7],[528.2 896.5],[227.5 506. ],[332.9 717.8],[209.7 383.2],[195.2 341.9],[ 78.5 133.8],[ 93.2 145.5],[ 90.1 143.2],[ 75.9 135.8],"(array([ 92.1, 129.9]),)","(array([ 99.5, 129.6]),)","(array([48.5, 81.4]),)","(array([50.1, 71.3]),)","(array([26.1, 49.4]),)","(array([24.6, 41.5]),)"
21,30-Year JGB Auction_3,GBPJPY,3,0.6,1356.8,1526.9,[507.  849.8],[585.  941.9],[262.  593.4],[374.  766.5],[245.  458.8],[211.  362.9],[ 95.1 160.9],[110.4 172.2],[103.8 163.6],[ 87.7 154.3],"(array([104.2, 147.6]),)","(array([ 97.5, 144.9]),)","(array([48.5, 81.4]),)","(array([50.1, 71.3]),)","(array([26.1, 49.4]),)","(array([24.6, 41.5]),)"
22,30-Year JGB Auction_3.5,GBPJPY,4,0.925,1538.7,1780.5,[582.1 956.6],[ 706.2 1074.3],[297.9 655.3],[420.5 863. ],[284.2 534.2],[285.7 460.9],[118.4 192.9],[116.1 184.6],[121.1 192.4],[107.  193.7],"(array([115.2, 170.5]),)","(array([116.9, 173.8]),)","(array([48.5, 81.4]),)","(array([50.1, 71.3]),)","(array([26.1, 49.4]),)","(array([24.6, 41.5]),)"
23,30-Year JGB Auction_4,GBPJPY,3,0.9,1695.0,2108.1000000000004,[ 646.8 1048.2],[ 859.7 1248.4],[332.2 717.7],[475.7 984.9],[314.7 596. ],[384.  632.6],[131.4 216.8],[129.2 209.8],[135.6 214.2],[156.2 257.5],"(array([129.2, 192. ]),)","(array([139. , 214.1]),)","(array([48.5, 81.4]),)","(array([50.1, 71.3]),)","(array([26.1, 49.4]),)","(array([24.6, 41.5]),)"
24,5-Year JGB Auction_0.5,GBPJPY,2,0.875,452.4,422.2,[175.1 277.3],[178.7 243.5],[ 74.9 128.4],[ 90.6 148.3],[100.2 194.5],[ 88.1 168.8],[12.6 25.4],[15.3 26.2],[10.6 22.8],[ 7.2 19.7],"(array([21.4, 28.8]),)","(array([21.2, 28.2]),)","(array([52.5, 83.7]),)","(array([60.1, 94.1]),)","(array([24.9, 44.6]),)","(array([28.1, 53.7]),)"
25,5-Year JGB Auction_1,GBPJPY,2,0.845,568.0,511.9,[228.9 339.1],[225.6 286.3],[ 96.  161.9],[111.2 180.2],[132.8 238.9],[114.4 197.9],[21.3 39.3],[25.7 43.4],[24.5 46.5],[18.9 41.2],"(array([31.3, 42.9]),)","(array([30.7, 43.2]),)","(array([52.3, 83.9]),)","(array([60.1, 94.1]),)","(array([24.7, 44.7]),)","(array([28.1, 53.7]),)"
26,5-Year JGB Auction_1.5,GBPJPY,2,0.83,643.4,593.0,[265.4 378. ],[267.5 325.5],[109.4 175. ],[124.5 185.6],[156.  263.2],[143.  225.2],[40.1 70.1],[47.4 72.2],[43.6 75. ],[45.2 78.4],"(array([42.4, 63.2]),)","(array([40.9, 58.1]),)","(array([52.3, 83.9]),)","(array([60.1, 94.1]),)","(array([24.7, 44.7]),)","(array([28.1, 53.7]),)"
27,5-Year JGB Auction_2,GBPJPY,2,0.76,815.3,806.5,[323.2 492.1],[340.3 466.2],[127.  234.1],[138.7 222.9],[196.2 329. ],[201.7 343.7],[49.7 91.1],[ 63.1 100.1],[ 67.5 104.8],[ 67.6 106.9],"(array([57.6, 87.6]),)","(array([49.5, 81.9]),)","(array([53.7, 85.9]),)","(array([60.1, 94.1]),)","(array([25.5, 45.9]),)","(array([28.1, 53.7]),)"
28,5-Year JGB Auction_2.5,GBPJPY,2,0.85,1041.7,1164.8,[413.7 628. ],[471.9 692.9],[163.1 304. ],[185.8 331.7],[250.6 434.1],[286.1 519.5],[ 75.5 126.8],[ 78.5 125.9],[ 93.7 143.5],[102.  152.6],"(array([ 77.9, 116.8]),)","(array([ 82.2, 123. ]),)","(array([53.8, 86.6]),)","(array([60.1, 94.1]),)","(array([25.8, 46.5]),)","(array([28.1, 53.7]),)"
29,5-Year JGB Auction_3,GBPJPY,2,0.96,1179.4,1333.3000000000002,[474.4 705. ],[534.7 798.6],[198.6 344.1],[205.9 359.5],[275.7 483.1],[328.8 593.6],[100.4 163.4],[ 96.7 154. ],[103.  157.8],[118.2 170.9],"(array([ 86.1, 129.3]),)","(array([ 72., 117.]),)","(array([53.8, 86.6]),)","(array([60.1, 94.1]),)","(array([25.8, 46.5]),)","(array([28.1, 53.7]),)"
30,5-Year JGB Auction_3.5,GBPJPY,2,0.79,1352.5,1467.3000000000002,[561.7 790.8],[606.7 860.6],[260.9 428. ],[239.1 400.2],[300.8 518.6],[367.6 649.8],[132.1 202.1],[115.5 180.4],[121.1 184.1],[143.6 210.5],"(array([109.2, 156.9]),)","(array([111.7, 160.2]),)","(array([53.8, 86.6]),)","(array([60.1, 94.1]),)","(array([25.8, 46.5]),)","(array([28.1, 53.7]),)"
31,5-Year JGB Auction_4,GBPJPY,2,0.865,1501.6999999999998,1517.2,[626.3 875.4],[630.2 887. ],[295.4 489.4],[260.7 410.5],[330.9 553.5],[369.4 650.5],[146.5 223.2],[141.2 217.7],[146.4 220.1],[158.6 224.2],"(array([109.2, 168.3]),)","(array([ 91.1, 147.4]),)","(array([53.8, 86.6]),)","(array([60.1, 94.1]),)","(array([25.8, 46.5]),)","(array([28.1, 53.7]),)"
32,Adjusted Current Account_0.5,GBPJPY,2,0.915,744.1,742.8,[241.  503.1],[315.8 427. ],[ 99.8 197.6],[184.9 310.1],[141.2 403.5],[130.9 265.6],[ 9.8 21.5],[13.3 25.7],[11.8 23.3],[ 6.5 17.4],"(array([18.7, 27. ]),)","(array([18.3, 28.5]),)","(array([ 70.9, 196.4]),)","(array([ 80.9, 136.1]),)","(array([ 41.7, 155.5]),)","(array([38.4, 67.5]),)"
33,Adjusted Current Account_1,GBPJPY,2,0.9,921.3,901.9,[311.5 609.8],[405.9 496. ],[132.4 255.7],[250.5 390.8],[179.1 479.6],[155.4 283.2],[24.6 48.6],[31.1 56.4],[24.9 46.3],[13.2 32.1],"(array([36.7, 52.7]),)","(array([38.7, 54.5]),)","(array([ 70.9, 196.4]),)","(array([ 80.9, 136.1]),)","(array([ 41.7, 155.5]),)","(array([38.4, 67.5]),)"
34,Adjusted Current Account_1.5,GBPJPY,3,0.88,1070.9,1059.6,[372.4 698.5],[481.6 578. ],[161.9 309.4],[306.2 461.6],[210.5 544.6],[175.3 314.5],[34.6 67.6],[41.4 73.7],[36.4 68.6],[19.8 48.3],"(array([52. , 75.5]),)","(array([43.2, 64.7]),)","(array([ 71.3, 197.5]),)","(array([ 80.9, 136.1]),)","(array([ 42.1, 156.6]),)","(array([38.4, 67.5]),)"
35,Adjusted Current Account_2,GBPJPY,2,0.855,1171.6,1135.8,[409.9 761.7],[511.2 624.6],[181.1 353.4],[321.6 468.6],[228.8 585.1],[189.6 332. ],[46.6 89.2],[ 60.1 100.3],[46.8 88.5],[30.2 72.8],"(array([66.2, 95.9]),)","(array([59.2, 89.2]),)","(array([ 72.1, 200. ]),)","(array([ 80.9, 136.1]),)","(array([ 42.7, 158.7]),)","(array([38.4, 67.5]),)"
36,Adjusted Current Account_2.5,GBPJPY,2,0.865,1251.7,1266.6999999999998,[440.6 811.1],[548.4 718.3],[191.7 375.8],[326.8 471.7],[248.9 625.5],[221.6 409.7],[ 57.2 108.5],[ 78.  123.2],[ 57.3 107.7],[44.5 98.7],"(array([ 77.9, 115. ]),)","(array([ 86.8, 116. ]),)","(array([ 73.5, 205.8]),)","(array([ 80.9, 136.1]),)","(array([ 44. , 164.1]),)","(array([38.4, 67.5]),)"
37,Adjusted Current Account_3,GBPJPY,2,0.87,1280.8000000000002,1382.8000000000002,[453.1 827.7],[601.2 781.6],[192.4 363.9],[354.  518.7],[260.8 643.7],[247.2 437.9],[ 66.4 126.5],[ 96.8 154. ],[ 68.6 129. ],[ 59.2 122.9],"(array([ 93.4, 138.1]),)","(array([110.2, 148.7]),)","(array([ 74.4, 209.1]),)","(array([ 80.9, 136.1]),)","(array([ 45.1, 167.3]),)","(array([38.4, 67.5]),)"
38,Adjusted Current Account_3.5,GBPJPY,2,0.88,1360.9,1529.5,[485.7 875.2],[649.9 879.6],[212.5 392.4],[362.2 521.7],[273.2 673.4],[287.7 527.6],[ 82.3 156.9],[106. 174.],[ 75.  143.9],[ 67.9 144. ],"(array([112. , 164.9]),)","(array([128.1, 175. ]),)","(array([ 77.1, 216.2]),)","(array([ 80.9, 136.1]),)","(array([ 46.7, 173.2]),)","(array([38.4, 67.5]),)"
39,Adjusted Current Account_4,GBPJPY,2,0.88,1416.0,1570.1,[510.1 905.9],[676.3 893.8],[221.5 407. ],[388.7 542.3],[288.6 695.1],[287.7 527.6],[ 94.1 179.3],[109.1 182. ],[ 87.5 167.1],[ 67.9 144. ],"(array([132.8, 192.7]),)","(array([131.2, 183.4]),)","(array([ 76.3, 217.1]),)","(array([ 80.9, 136.1]),)","(array([ 46.3, 174.3]),)","(array([38.4, 67.5]),)"
40,Adjusted Trade Balance_0.5,GBPJPY,4,0.9575,574.8,866.8,[220.8 354. ],[304.  562.8],[106.8 231.3],[195.2 468.5],[114. 216.],[108.7 188.2],[ 9.4 21. ],[14.3 24.9],[11.8 22.8],[11.7 22.1],"(array([18.2, 26.4]),)","(array([16.2, 22.8]),)","(array([ 61.3, 115.2]),)","(array([106.5, 253.6]),)","(array([30.9, 69.9]),)","(array([ 62.9, 171.4]),)"
41,Adjusted Trade Balance_1,GBPJPY,3,0.73,688.0,965.5,[271.1 416.9],[357.6 607.9],[132.4 271.6],[226.1 492.2],[138.6 250.5],[131.5 227.8],[20.  41.9],[28.1 46.1],[23.6 45.1],[19.5 40.8],"(array([34.3, 50. ]),)","(array([33.1, 46.1]),)","(array([ 61.5, 116.2]),)","(array([106.5, 253.6]),)","(array([30.9, 70.4]),)","(array([ 62.9, 171.4]),)"
42,Adjusted Trade Balance_1.5,GBPJPY,3,0.5866666666666667,833.3,1158.7,[327.5 505.8],[465.8 692.9],[157.3 318.1],[286.3 558.1],[170.2 311.8],[179.5 295.5],[30.8 63.1],[38.1 66.8],[40.3 73.8],[41.7 78.8],"(array([53.8, 77.1]),)","(array([51.5, 73.1]),)","(array([ 61.4, 116.4]),)","(array([106.5, 253.6]),)","(array([31. , 70.6]),)","(array([ 62.9, 171.4]),)"
43,Adjusted Trade Balance_2,GBPJPY,2,0.89,921.1,1186.8,[367.  554.1],[483.9 702.9],[172.3 343.1],[291.8 564.1],[194.7 346.6],[192.1 312.3],[38.7 79. ],[40.8 74.2],[56.  98.2],[54.5 97.6],"(array([67.8, 96.8]),)","(array([61.5, 90.1]),)","(array([ 62.7, 118.4]),)","(array([106.5, 253.6]),)","(array([31.7, 72. ]),)","(array([ 62.9, 171.4]),)"
44,Adjusted Trade Balance_2.5,GBPJPY,2,0.88,1006.6,1303.4,[401.1 605.5],[533.7 769.7],[184.7 364.9],[331.3 632.3],[216.4 384.2],[202.3 323.7],[48.9 99.1],[49.7 96.9],[ 69.  119.9],[ 60.  108.8],"(array([ 80. , 116.8]),)","(array([ 71.9, 103.5]),)","(array([ 62.7, 118.9]),)","(array([106.5, 253.6]),)","(array([31.9, 72.6]),)","(array([ 62.9, 171.4]),)"
45,Adjusted Trade Balance_3,GBPJPY,3,0.58,1095.0,1308.4,[430.5 664.5],[537.5 770.9],[198.5 398.4],[331.3 632.3],[232.  415.1],[206.2 330.8],[ 62.3 127. ],[49.7 96.9],[ 78.8 138.2],[ 63.2 116.9],"(array([ 99.1, 142.8]),)","(array([ 75.2, 111.7]),)","(array([ 62.9, 119.4]),)","(array([106.5, 253.6]),)","(array([32. , 72.9]),)","(array([ 62.9, 171.4]),)"
46,Adjusted Trade Balance_3.5,GBPJPY,2,0.865,1231.4,1382.9,[477.2 754.2],[568.7 814.2],[214.2 434.7],[339.  652.4],[263.  480.8],[229.7 376.6],[ 71.2 145.5],[ 56.1 116.8],[ 99.6 172.5],[100.2 173.7],"(array([117., 169.]),)","(array([103.1, 159.4]),)","(array([ 64. , 121.6]),)","(array([106.5, 253.6]),)","(array([32.5, 74.2]),)","(array([ 62.9, 171.4]),)"
47,Adjusted Trade Balance_4,GBPJPY,2,0.89,1330.3,1428.3,[505.4 824.9],[585.  843.3],[230.5 471.3],[340.8 657.4],[274.9 507.2],[244.2 419.2],[ 84.6 171.7],[ 58.7 126. ],[106.3 185.9],[101.9 178.1],"(array([130.8, 188.9]),)","(array([107.4, 170.5]),)","(array([ 64.8, 123.1]),)","(array([106.5, 253.6]),)","(array([33. , 75.2]),)","(array([ 62.9, 171.4]),)"
48,All Industries Activity Index (MoM)_0.5,GBPJPY,3,0.5433333333333333,453.3,521.6,[167.3 286. ],[176.  345.6],[ 83.3 190.5],[111.4 291.1],[ 84.  169.9],[ 64.6 127.8],[11.1 23.4],[14.3 25.1],[11.7 23.1],[13.5 23.6],"(array([18.4, 26.9]),)","(array([16. , 22.3]),)","(array([ 54.3, 100.1]),)","(array([ 49.1, 123.8]),)","(array([28.9, 58.8]),)","(array([22.6, 62.6]),)"
49,All Industries Activity Index (MoM)_1,GBPJPY,2,0.865,705.1,943.0,[268.6 436.5],[357.6 585.4],[131.8 277.5],[204.5 466.6],[136.8 273.5],[153.1 273.5],[31.3 53.1],[33.3 50.7],[26.4 47.4],[33.9 56.6],"(array([34.9, 49.2]),)","(array([33.1, 48.4]),)","(array([ 54.3, 100.9]),)","(array([ 49.1, 123.8]),)","(array([28.6, 58.9]),)","(array([22.6, 62.6]),)"
50,All Industries Activity Index (MoM)_1.5,GBPJPY,3,0.5733333333333334,891.1999999999999,1174.4,[341.9 549.3],[443.5 730.9],[174.4 353.9],[240.7 521.8],[167.4 327.9],[202.8 326.9],[44.5 75.4],[40.7 67.6],[41.1 72. ],[56.4 82.2],"(array([49.3, 71.1]),)","(array([47.1, 64.1]),)","(array([ 54.2, 101. ]),)","(array([ 49.1, 123.8]),)","(array([28.5, 58.9]),)","(array([22.6, 62.6]),)"
51,All Industries Activity Index (MoM)_2,GBPJPY,2,0.905,1123.0,1312.5,[446.8 676.2],[515.5 797. ],[232.3 443.7],[261.7 545.7],[214.5 408.3],[253.8 438.3],[ 67.6 109.1],[ 64.  100.1],[ 60.5 102.6],[ 72.9 109.8],"(array([65.7, 96.2]),)","(array([57.9, 90.4]),)","(array([ 54.2, 101. ]),)","(array([ 49.1, 123.8]),)","(array([28.5, 58.9]),)","(array([22.6, 62.6]),)"
52,All Industries Activity Index (MoM)_2.5,GBPJPY,3,0.9233333333333332,1270.1,1352.8000000000002,[507.7 762.4],[539.1 813.7],[266.3 507. ],[282.9 570.7],[241.4 456.4],[256.2 438.7],[ 80.5 130.9],[ 76.5 124.6],[ 75.5 124.7],[ 78.7 118.7],"(array([ 78. , 112.5]),)","(array([ 68.7, 102.8]),)","(array([ 54.2, 101. ]),)","(array([ 49.1, 123.8]),)","(array([28.5, 58.9]),)","(array([22.6, 62.6]),)"
53,All Industries Activity Index (MoM)_3,GBPJPY,2,0.9,1532.8000000000002,1671.5,[601.6 931.2],[ 644.7 1026.8],[312.3 602.2],[379.8 784. ],[289.3 563. ],[264.9 454.5],[ 95.1 157.1],[ 89.6 152.8],[ 96.9 156.4],[ 89.4 142.9],"(array([ 94.1, 135.2]),)","(array([ 92.5, 146.6]),)","(array([ 54.2, 101. ]),)","(array([ 49.1, 123.8]),)","(array([28.5, 58.9]),)","(array([22.6, 62.6]),)"
54,All Industries Activity Index (MoM)_3.5,GBPJPY,2,0.85,1797.9,1722.0,[ 688.4 1109.5],[ 668.7 1053.3],[343.3 663.6],[400.4 815.3],[345.1 701. ],[268.3 461.7],[113.  182.7],[106.1 176.1],[112.4 180.1],[ 90.2 145.1],"(array([108.6, 155.9]),)","(array([ 98.2, 158.5]),)","(array([ 54.2, 101. ]),)","(array([ 49.1, 123.8]),)","(array([28.5, 58.9]),)","(array([22.6, 62.6]),)"
55,All Industries Activity Index (MoM)_4,GBPJPY,3,0.5966666666666667,1916.6,1810.7,[ 741.6 1175. ],[ 719.1 1091.6],[369.3 700.7],[431.2 866.6],[372.2 750.1],[287.8 480.8],[128.4 206.4],[119.4 199.2],[122.6 197.9],[102.2 167.6],"(array([121.4, 171.9]),)","(array([114.2, 168. ]),)","(array([ 54.2, 101. ]),)","(array([ 49.1, 123.8]),)","(array([28.5, 58.9]),)","(array([22.6, 62.6]),)"
56,Average Cash Earnings (YoY)_0.5,GBPJPY,2,0.855,487.7000000000001,653.2,[194.4 293.3],[276.3 376.9],[ 95.3 179.1],[167.7 258.1],[ 99.1 190.9],[108.6 206.7],[12.3 24.8],[16.9 28.9],[ 9.3 20.4],[11.2 22.4],"(array([18.9, 26.1]),)","(array([20.4, 26.7]),)","(array([59. , 93.2]),)","(array([ 68.6, 100.1]),)","(array([29.4, 51.5]),)","(array([30.3, 52.7]),)"
57,Average Cash Earnings (YoY)_1,GBPJPY,2,0.905,684.7,822.6,[270.1 414.6],[370.  452.6],[140.  267.8],[243.7 357.3],[130.1 256.8],[126.3 239.2],[27.7 50.1],[36.  56.5],[22.1 43.9],[15.7 35.1],"(array([35.3, 50.4]),)","(array([38.9, 52. ]),)","(array([58.4, 91.4]),)","(array([ 68.8, 100. ]),)","(array([29.3, 51.3]),)","(array([31.1, 52.9]),)"
58,Average Cash Earnings (YoY)_1.5,GBPJPY,3,0.9333333333333332,856.6,911.1,[331.5 525.1],[413.7 497.4],[176.3 343.8],[272.7 379.5],[155.2 313.2],[140.9 256.8],[43.1 75.4],[55.8 80.9],[33.  63.2],[22. 49.],"(array([50.4, 73.2]),)","(array([40.8, 62.1]),)","(array([58.6, 91.7]),)","(array([ 68.8, 100. ]),)","(array([29.4, 51.5]),)","(array([31.1, 52.9]),)"
59,Average Cash Earnings (YoY)_2,GBPJPY,3,0.56,956.8,1200.8000000000002,[373.  583.8],[527.6 673.2],[206.4 398.8],[372.2 559.2],[166.7 332.1],[155.4 281.8],[55.6 97.9],[ 80.9 116.2],[43.9 85. ],[32.2 70.7],"(array([66.3, 96.5]),)","(array([ 69.2, 101.2]),)","(array([58. , 91.2]),)","(array([ 68.8, 100. ]),)","(array([29.3, 51.6]),)","(array([31.1, 52.9]),)"
