index,News,Symbol,Space,Win Rate,Profit,Last 12 Profit,Max_Min,Max_Min_Last_Year,Max_Open,Max_Open_Last_Year,Min_Open,Min_Open_Last_Year,Time_of_Max,Time_of_Max_Last_Year,Time_of_Min,Time_of_Min_Last_Year,Time_of_MinMax,Time_of_MinMax_Last_Year,Buy_Stop,Buy_Stop_Last_Year,Sell_Stop,Sell_Stop_Last_Year
789,BoJ Core CPI (YoY)_3,EURJPY,2,0.89,1116.1,1674.2,[436.1 680. ],[ 664.7 1009.5],[224.3 454.9],[434.7 819.7],[211.7 409.1],[230.1 429.6],[ 95.8 158.5],[126.5 169.7],[ 87.9 148. ],[ 93.9 159. ],"(array([ 95.7, 139.2]),)","(array([ 88.9, 134.4]),)","(array([42.3, 73.5]),)","(array([34.2, 48.7]),)","(array([21.9, 45.1]),)","(array([13.3, 23.5]),)"
790,BoJ Core CPI (YoY)_3.5,EURJPY,2,0.86,1315.0,2362.6,[487.3 827.7],[ 849.1 1513.5],[239.8 480.5],[457.2 841.7],[247.5 491.6],[391.9 784.8],[106.5 176.8],[133.1 181.3],[100.7 168.6],[135.7 202. ],"(array([105.7, 156.7]),)","(array([ 92.1, 138.1]),)","(array([42.3, 73.5]),)","(array([34.2, 48.7]),)","(array([21.9, 45.1]),)","(array([13.3, 23.5]),)"
791,BoJ Core CPI (YoY)_4,EURJPY,2,0.89,1518.9,3086.8,[525.9 993. ],[1015.8 2071. ],[249.4 491. ],[469.9 853.8],[276.5 635.4],[ 545.9 1332.7],[120.6 200.8],[140.4 198.1],[115.9 196.8],[144.5 219.9],"(array([126.3, 185.5]),)","(array([108.2, 159.7]),)","(array([42.3, 73.5]),)","(array([34.2, 48.7]),)","(array([21.9, 45.1]),)","(array([13.3, 23.5]),)"
792,BoJ Governor Kuroda Speaks_0.5,EURJPY,3,0.9033333333333332,420.8,715.9,[159.8 261. ],[280.5 435.4],[ 81.6 166.4],[130.8 273.5],[ 78.2 160.6],[149.7 296.1],[12.9 24.9],[15.3 28.2],[10.7 22.8],[10.2 21.8],"(array([19.7, 27.9]),)","(array([18.9, 27.8]),)","(array([51.3, 83.9]),)","(array([57.5, 85.1]),)","(array([26.8, 52.6]),)","(array([24.3, 49.3]),)"
793,BoJ Governor Kuroda Speaks_1,EURJPY,3,0.8966666666666666,592.8,928.3,[225.7 367.1],[371.  557.3],[106.2 215.1],[181.4 361.4],[119.6 244.9],[189.6 378.5],[23.7 44. ],[31.  51.9],[27.2 50.6],[21.6 44.6],"(array([34.4, 49.6]),)","(array([33.7, 49.5]),)","(array([51.8, 84.3]),)","(array([57.5, 85.1]),)","(array([27. , 52.9]),)","(array([24.3, 49.3]),)"
794,BoJ Governor Kuroda Speaks_1.5,EURJPY,2,0.855,742.5999999999999,1059.9,[278.7 463.9],[423.  636.9],[129.6 270.7],[208.6 397. ],[149.2 312.5],[214.4 428.4],[35.6 68.2],[47.9 78.6],[43.2 76.8],[30.9 63. ],"(array([54.3, 78.4]),)","(array([54.3, 80.3]),)","(array([51.3, 83.8]),)","(array([57.5, 85.1]),)","(array([26.8, 52.7]),)","(array([24.3, 49.3]),)"
795,BoJ Governor Kuroda Speaks_2,EURJPY,2,0.9,867.3,1213.6,[328.  539.3],[482.3 731.3],[152.2 319.8],[262.1 477.3],[175.8 357.1],[220.2 429.2],[47.3 91.9],[ 83.  127.4],[55.8 98.2],[33.1 63.5],"(array([70.1, 98.5]),)","(array([ 75.4, 100.4]),)","(array([51.4, 83.9]),)","(array([53.1, 81. ]),)","(array([26.9, 52.9]),)","(array([22.4, 48. ]),)"
796,BoJ Governor Kuroda Speaks_2.5,EURJPY,2,0.91,979.6,1266.3000000000002,[373.3 606.3],[513.2 753.1],[176.1 375.2],[293.  501.1],[197.2 387.5],[220.2 429.2],[ 69.  125.4],[100.7 143.2],[ 70.8 122.9],[33.1 63.5],"(array([ 83.9, 120.1]),)","(array([ 77.7, 101.3]),)","(array([51.4, 83.9]),)","(array([53.1, 81. ]),)","(array([26.9, 52.9]),)","(array([22.4, 48. ]),)"
797,BoJ Governor Kuroda Speaks_3,EURJPY,2,0.865,1061.0,1313.1,[404.6 656.4],[532.1 781. ],[192.9 412.9],[309.2 513.9],[211.7 411.8],[222.8 431.2],[ 83.9 147.5],[101.5 145. ],[ 83.7 145.9],[43.3 93.9],"(array([ 95.2, 139.2]),)","(array([ 79.7, 102.1]),)","(array([51.4, 83.9]),)","(array([53.1, 81. ]),)","(array([26.9, 52.9]),)","(array([22.4, 48. ]),)"
798,BoJ Governor Kuroda Speaks_3.5,EURJPY,2,0.88,1168.8,1416.8000000000002,[443.4 725.4],[563.6 853.2],[208.8 438.2],[340.7 549.7],[234.6 472.3],[222.8 431.2],[ 98.  172.1],[110.7 167.7],[ 98.9 171.2],[43.3 93.9],"(array([114., 166.]),)","(array([ 88.8, 116.1]),)","(array([51.4, 83.9]),)","(array([53.1, 81. ]),)","(array([26.9, 52.9]),)","(array([22.4, 48. ]),)"
799,BoJ Governor Kuroda Speaks_4,EURJPY,2,0.86,1234.6,1532.0,[470.2 764.4],[603.2 928.8],[220.4 460.8],[380.2 638.5],[249.7 499.8],[222.9 431.3],[111.9 195. ],[130.5 202.8],[106.1 185.7],[ 46.5 105.8],"(array([127.7, 185.3]),)","(array([111.8, 162.6]),)","(array([51.6, 84.1]),)","(array([53.1, 81. ]),)","(array([27. , 53.1]),)","(array([22.4, 48. ]),)"
800,BoJ Governor Shirakawa Speaks_0.5,EURJPY,4,0.5625,463.8,385.8,[186.5 277.3],[150.2 235.6],[ 88.7 165. ],[ 91.1 173.9],[ 97.9 177.7],[59.2 95.4],[ 6.7 17.2],[ 5.9 15.1],[13.9 24.9],[13.  23.5],"(array([18.6, 25.5]),)","(array([18.1, 21.9]),)","(array([ 65.3, 101.7]),)","(array([48.4, 71.1]),)","(array([34.7, 59.2]),)","(array([27.2, 41. ]),)"
801,BoJ Governor Shirakawa Speaks_1,EURJPY,3,0.5933333333333334,717.4,604.8,[283.  434.4],[230.1 374.7],[132.6 243.7],[124.7 259.1],[150.4 283.4],[105.3 175.6],[23.2 46.2],[18.1 40.6],[27.9 46.6],[29.1 44.9],"(array([34.7, 49.2]),)","(array([28.5, 42.1]),)","(array([ 67. , 104.3]),)","(array([48.4, 71.1]),)","(array([36.1, 61. ]),)","(array([27.2, 41. ]),)"
802,BoJ Governor Shirakawa Speaks_1.5,EURJPY,3,0.6033333333333334,976.0,812.2,[365.2 610.8],[315.6 496.6],[161.8 296. ],[176.6 352.9],[203.4 446.3],[139.  238.8],[37.2 69.5],[46.7 80. ],[37.3 66.3],[44.2 74.2],"(array([47.4, 68.8]),)","(array([49.2, 71.6]),)","(array([ 68.4, 106.2]),)","(array([49.7, 71.1]),)","(array([37.4, 63.1]),)","(array([26.7, 41.1]),)"
803,BoJ Governor Shirakawa Speaks_2,EURJPY,3,0.9533333333333334,1217.4,929.6,[443.4 774. ],[360.2 569.4],[192.  345.8],[185.7 360.6],[251.4 584.2],[174.6 296.7],[ 56.2 101.6],[ 60.7 101.3],[50.6 88.6],[58.5 96.7],"(array([71.7, 98.2]),)","(array([67.7, 94.9]),)","(array([ 67.4, 105.5]),)","(array([49.7, 71.1]),)","(array([36.6, 62.8]),)","(array([26.7, 41.1]),)"
804,BoJ Governor Shirakawa Speaks_2.5,EURJPY,2,0.91,1354.7,1130.0,[505.7 849. ],[428.9 701.1],[235.  437.6],[228.4 480.6],[270.7 617.1],[200.5 344.7],[ 81.7 140.7],[ 86.9 145.1],[ 60.7 112.1],[ 66. 115.],"(array([101.9, 131. ]),)","(array([101.4, 132. ]),)","(array([ 67.4, 105.5]),)","(array([49.7, 71.1]),)","(array([36.6, 62.8]),)","(array([26.7, 41.1]),)"
805,BoJ Governor Shirakawa Speaks_3,EURJPY,2,0.97,1516.2,1229.1,[570.5 945.7],[484.7 744.4],[261.5 487. ],[239.4 504.1],[309.  702.9],[245.3 386.9],[ 85.8 149.6],[ 90.1 151.9],[ 84.1 151.9],[106.2 170.1],"(array([111.6, 151.3]),)","(array([ 97.1, 143.3]),)","(array([ 67.4, 105.5]),)","(array([49.7, 71.1]),)","(array([36.6, 62.8]),)","(array([26.7, 41.1]),)"
806,BoJ Governor Shirakawa Speaks_3.5,EURJPY,2,0.97,1649.3000000000002,1270.6,[ 615.6 1033.7],[511.9 758.7],[276.1 520.8],[241.5 505.7],[339.6 783.7],[270.4 417.3],[ 94.  167.3],[100.7 173. ],[101.  178.3],[127.3 198. ],"(array([121.2, 173.4]),)","(array([ 99.2, 158.6]),)","(array([ 67.4, 105.5]),)","(array([49.7, 71.1]),)","(array([36.6, 62.8]),)","(array([26.7, 41.1]),)"
807,BoJ Governor Shirakawa Speaks_4,EURJPY,2,0.91,1734.4,1297.3000000000002,[ 647.2 1087.2],[527.7 769.6],[292.6 544. ],[245.7 509. ],[354.6 830.9],[282.1 441.9],[110.1 193. ],[101.6 175.1],[103.5 184.4],[130.2 204. ],"(array([128.9, 186.8]),)","(array([102.9, 162.3]),)","(array([ 67.4, 105.5]),)","(array([49.7, 71.1]),)","(array([36.6, 62.8]),)","(array([26.7, 41.1]),)"
808,BoJ Interest Rate Decision_0.5,EURJPY,4,0.6725,1044.8,2895.8,[322.9 721.9],[1114.9 1780.9],[155.  431.7],[ 570.6 1007.7],[167.8 421.5],[ 544.3 1067.5],[ 8.6 20.6],[10.3 22.1],[ 8.1 19.2],[ 7.1 16.6],"(array([16.9, 26.4]),)","(array([11.1, 20.9]),)","(array([124.6, 313.6]),)","(array([437.7, 781.2]),)","(array([ 57. , 166.8]),)","(array([ 98. , 326.9]),)"
809,BoJ Interest Rate Decision_1,EURJPY,3,0.5666666666666667,1226.3,3231.2,[388.8 837.5],[1232.2 1999. ],[190.9 526. ],[ 687.8 1248.1],[197.9 467.7],[ 544.3 1067.5],[17.4 38.7],[18.7 36.1],[22.3 45.2],[ 7.1 16.6],"(array([32. , 50.8]),)","(array([14.7, 27.1]),)","(array([124.3, 314.5]),)","(array([437.7, 781.2]),)","(array([ 56.1, 166.2]),)","(array([ 98. , 326.9]),)"
810,BoJ Interest Rate Decision_1.5,EURJPY,2,0.835,1406.3,3517.3,[445.7 960.6],[1304.9 2212.4],[223.7 604.7],[ 694.2 1260.2],[222.  518.8],[ 610.7 1197.7],[29.8 62.5],[23.6 48.3],[35.5 70. ],[16.8 46.7],"(array([50.1, 78.1]),)","(array([25.7, 50.2]),)","(array([123.7, 314.6]),)","(array([437.7, 781.2]),)","(array([ 54.2, 162.1]),)","(array([ 98. , 326.9]),)"
811,BoJ Interest Rate Decision_2,EURJPY,2,0.835,1548.9,3607.4,[ 495.2 1053.7],[1362.1 2245.3],[252.9 689. ],[ 705.  1280.6],[242.3 554.5],[ 657.1 1240.9],[46.9 92.9],[40.6 82.9],[48.8 93.4],[19.3 55.7],"(array([ 64.7, 100.6]),)","(array([45.2, 89.4]),)","(array([124.9, 317.1]),)","(array([437.7, 781.2]),)","(array([ 54.5, 163.3]),)","(array([ 98. , 326.9]),)"
812,BoJ Interest Rate Decision_2.5,EURJPY,3,0.8933333333333333,1635.1,3689.6,[ 537.1 1098. ],[1404.  2285.6],[269.8 714.3],[ 721.8 1317.5],[267.2 585.3],[ 682.2 1270.4],[ 61.2 117.7],[44.8 94.6],[ 65.  121.3],[30.9 81. ],"(array([ 77.5, 121. ]),)","(array([ 54.7, 107.4]),)","(array([124.9, 317.1]),)","(array([437.7, 781.2]),)","(array([ 54.5, 163.3]),)","(array([ 98. , 326.9]),)"
813,BoJ Interest Rate Decision_3,EURJPY,4,0.9175,1764.6999999999998,3881.8,[ 591.1 1173.6],[1483.  2398.8],[293.2 766. ],[ 793. 1484.],[297.9 633.2],[ 690.  1275.7],[ 80.7 149.3],[ 57.4 127.2],[ 83.9 151.9],[32.2 85.1],"(array([ 96.7, 150.9]),)","(array([ 68.6, 139.9]),)","(array([124.9, 317.1]),)","(array([437.7, 781.2]),)","(array([ 54.5, 163.3]),)","(array([ 98. , 326.9]),)"
814,BoJ Interest Rate Decision_3.5,EURJPY,3,0.9,1885.4,3925.2,[ 648.7 1236.7],[1507.6 2417.6],[324.9 808.6],[ 817.6 1518.6],[323.8 671.4],[ 690.  1275.7],[102.9 185.5],[ 93.4 178.6],[ 98.9 177.6],[32.2 85.1],"(array([120.4, 183.1]),)","(array([104.1, 185. ]),)","(array([124.9, 317.1]),)","(array([437.7, 781.2]),)","(array([ 54.5, 163.3]),)","(array([ 98. , 326.9]),)"
815,BoJ Interest Rate Decision_4,EURJPY,3,0.9166666666666666,2032.9,4115.4,[ 711.9 1321. ],[1614.7 2500.7],[362.9 870.9],[ 902.6 1649.9],[349.  713.9],[ 712.2 1305.3],[120.  211.1],[102.8 199.7],[112.3 200.2],[ 47.6 133. ],"(array([131.9, 202.8]),)","(array([128.9, 225.4]),)","(array([124.9, 317.1]),)","(array([437.7, 781.2]),)","(array([ 54.5, 163.3]),)","(array([ 98. , 326.9]),)"
816,BoJ Monetary Policy Statement_0.5,EURJPY,2,0.9,1006.3,2227.1,[308.1 698.2],[ 812.9 1414.2],[125.6 317.1],[259.2 600.6],[182.5 513.7],[ 553.7 1137.7],[10.3 22.1],[ 7.8 21.4],[ 8.4 20.5],[ 9.2 23.3],"(array([17.6, 27. ]),)","(array([15.2, 26.8]),)","(array([100. , 289.1]),)","(array([271.7, 621.6]),)","(array([ 55.3, 209.7]),)","(array([180.3, 493.2]),)"
817,BoJ Monetary Policy Statement_1,EURJPY,2,0.87,1187.1,2593.7,[361.2 825.9],[ 913.2 1680.5],[156.4 448. ],[350.9 916.7],[204.8 535.4],[ 562.3 1138.8],[17.  35.7],[12.2 28.3],[21.4 45.2],[16.2 37.3],"(array([27.9, 45.6]),)","(array([20.7, 35.9]),)","(array([100. , 289.1]),)","(array([271.7, 621.6]),)","(array([ 55.3, 209.7]),)","(array([180.3, 493.2]),)"
818,BoJ Monetary Policy Statement_1.5,EURJPY,3,0.55,1425.1,3038.1000000000004,[431.8 993.3],[1046.9 1991.2],[189.7 503.9],[416.7 987.6],[242.2 609.5],[ 630.2 1261.1],[27.  56.8],[19.6 44.3],[36.1 70.5],[23.3 55.2],"(array([42.3, 69.1]),)","(array([29.1, 51.3]),)","(array([100. , 289.1]),)","(array([271.7, 621.6]),)","(array([ 55.3, 209.7]),)","(array([180.3, 493.2]),)"
819,BoJ Monetary Policy Statement_2,EURJPY,2,0.815,1492.0,3145.9,[ 463.7 1028.3],[1115.4 2030.5],[194.8 512. ],[419.4 990.9],[268.9 644.9],[ 696.  1311.2],[37.7 78.3],[35.4 76.6],[53.6 98.3],[40.7 85.3],"(array([58.1, 95.2]),)","(array([50.4, 86.2]),)","(array([100. , 289.1]),)","(array([271.7, 621.6]),)","(array([ 55.3, 209.7]),)","(array([180.3, 493.2]),)"
820,BoJ Monetary Policy Statement_2.5,EURJPY,2,0.85,1579.6999999999998,3237.9,[ 505.4 1074.3],[1164.9 2073. ],[213.1 533.8],[ 432.  1004.6],[292.4 685.5],[ 732.9 1357.6],[ 59.  116.2],[ 51.8 107.6],[ 67.4 122.8],[44.2 94.4],"(array([ 71.4, 117.9]),)","(array([ 61.5, 105.4]),)","(array([100. , 289.1]),)","(array([271.7, 621.6]),)","(array([ 55.3, 209.7]),)","(array([180.3, 493.2]),)"
821,BoJ Monetary Policy Statement_3,EURJPY,3,0.89,1682.3,3298.7,[ 552.8 1129.5],[1198.5 2100.2],[227.  556.2],[ 465.6 1050.4],[325.8 740.8],[ 732.9 1357.6],[ 73.2 141.4],[ 64.6 137.3],[ 82.3 149.1],[44.2 94.4],"(array([ 92.8, 150. ]),)","(array([ 74.2, 131.9]),)","(array([100. , 289.1]),)","(array([271.7, 621.6]),)","(array([ 55.3, 209.7]),)","(array([180.3, 493.2]),)"
822,BoJ Monetary Policy Statement_3.5,EURJPY,2,0.87,1801.6,3407.8,[ 608.  1193.6],[1250.8 2157. ],[261.3 614.5],[ 515.5 1126.6],[346.7 765. ],[ 735.3 1357.4],[ 99.3 186. ],[ 94.4 187. ],[ 98.2 172.7],[ 60.7 123.4],"(array([120.5, 184.4]),)","(array([117. , 189.4]),)","(array([100. , 289.1]),)","(array([271.7, 621.6]),)","(array([ 55.3, 209.7]),)","(array([180.3, 493.2]),)"
823,BoJ Monetary Policy Statement_4,EURJPY,2,0.87,1990.3,3829.5,[ 676.5 1313.8],[1429.9 2399.6],[308.5 726.5],[ 664.7 1401.2],[368.  800.5],[ 765.2 1387.1],[118. 215.],[120.  224.7],[110.  193.9],[ 78.8 168.2],"(array([135. , 207.1]),)","(array([148. , 232.8]),)","(array([100. , 289.1]),)","(array([271.7, 621.6]),)","(array([ 55.3, 209.7]),)","(array([180.3, 493.2]),)"
824,BoJ Monthly Report_0.5,EURJPY,3,0.9033333333333332,484.5,293.3,[183.6 300.9],[129.4 163.9],[ 73.1 144. ],[46.2 94.3],[110.5 231.6],[ 83.2 120.8],[10.  22.5],[ 3.4 11. ],[11.2 22.9],[17.2 27.3],"(array([19.9, 27.7]),)","(array([19.9, 24.7]),)","(array([ 61.9, 116. ]),)","(array([36.2, 48.6]),)","(array([35.8, 74.3]),)","(array([20.9, 33.5]),)"
825,BoJ Monthly Report_1,EURJPY,2,0.795,704.5,420.9,[263.4 441.1],[178.7 242.2],[103.4 210.6],[49.5 96.7],[160.  329.8],[129.2 200. ],[23.3 46.6],[16.6 40.3],[33.2 55.1],[39.  56.8],"(array([38., 54.]),)","(array([37.7, 53.6]),)","(array([ 62.3, 116.8]),)","(array([36.2, 48.6]),)","(array([36.1, 74.9]),)","(array([20.9, 33.5]),)"
826,BoJ Monthly Report_1.5,EURJPY,2,0.905,980.1,532.5,[357.7 622.4],[233.4 299.1],[124.8 244.9],[ 74.5 162.5],[232.9 504.5],[158.9 235. ],[35.5 66.5],[33.2 66.4],[53.1 83.5],[51.2 75. ],"(array([52.1, 73.1]),)","(array([47.5, 67.9]),)","(array([ 62.3, 117.3]),)","(array([36.2, 48.6]),)","(array([35.9, 74.9]),)","(array([20.9, 33.5]),)"
827,BoJ Monthly Report_2,EURJPY,3,0.5933333333333334,1114.4,716.5,[424.7 689.7],[301.7 414.8],[149.9 284.1],[108.6 228.8],[274.8 554.1],[193.2 311.7],[47.5 90.3],[ 59.6 104.4],[ 73.3 110.1],[ 71.7 106.5],"(array([65.9, 95.6]),)","(array([53.4, 89.6]),)","(array([ 62.3, 117.3]),)","(array([36.2, 48.6]),)","(array([35.9, 74.9]),)","(array([20.9, 33.5]),)"
828,BoJ Monthly Report_2.5,EURJPY,3,0.53,1339.4,976.3,[528.4 811. ],[420.6 555.7],[208.7 408.5],[177.8 341.2],[319.7 611.1],[242.7 398. ],[ 75.1 132.7],[ 84.3 143.6],[ 85.9 131.4],[ 91.1 138. ],"(array([ 83.6, 121.5]),)","(array([ 80.7, 130.8]),)","(array([ 62.3, 117.3]),)","(array([36.2, 48.6]),)","(array([35.9, 74.9]),)","(array([20.9, 33.5]),)"
829,BoJ Monthly Report_3,EURJPY,3,0.5366666666666666,1470.5,1150.9,[583.2 887.3],[511.5 639.4],[229.  453.1],[200.2 371.2],[354.2 661.8],[311.3 482.7],[ 87.8 151.2],[101.5 161.5],[100.1 155.1],[131.7 186. ],"(array([ 93.3, 134.7]),)","(array([ 84.6, 137. ]),)","(array([ 62.3, 117.3]),)","(array([36.2, 48.6]),)","(array([35.9, 74.9]),)","(array([20.9, 33.5]),)"
830,BoJ Monthly Report_3.5,EURJPY,2,0.885,1575.0,1217.2,[627.9 947.1],[539.2 678. ],[242.2 473. ],[213.9 400. ],[385.6 711.3],[325.2 510.2],[ 94.1 164.9],[113.6 185. ],[116.9 178.9],[133.3 189. ],"(array([102.9, 149. ]),)","(array([ 98.2, 149.5]),)","(array([ 62.3, 117.3]),)","(array([36.2, 48.6]),)","(array([35.9, 74.9]),)","(array([20.9, 33.5]),)"
831,BoJ Monthly Report_4,EURJPY,2,0.96,1639.5,1229.1999999999998,[650.8 988.7],[548.3 680.9],[252.9 489.3],[218.3 405.9],[397.9 743.1],[330.  517.5],[100.9 178.9],[115.2 189. ],[128.7 202.1],[140.6 203.6],"(array([119.2, 174.3]),)","(array([107.2, 163.2]),)","(array([ 62.3, 117.3]),)","(array([36.2, 48.6]),)","(array([35.9, 74.9]),)","(array([20.9, 33.5]),)"
832,BoJ Outlook Report (YoY)_0.5,EURJPY,2,0.94,996.3,1451.1,[320.1 676.2],[479.9 971.2],[171.2 422.6],[235.4 582.4],[148.9 357.1],[244.5 542.5],[ 9.6 22. ],[ 9.4 22.7],[10.1 22.7],[12.3 26.4],"(array([19.2, 29.2]),)","(array([18.6, 30.4]),)","(array([ 82.5, 185.6]),)","(array([ 81.2, 181.7]),)","(array([35.1, 79.7]),)","(array([35.7, 84. ]),)"
833,BoJ Outlook Report (YoY)_1,EURJPY,2,0.91,1312.0,1897.0,[402.5 909.5],[ 584.2 1312.8],[216.8 608.7],[329.6 901.3],[185.7 427.3],[254.6 547.1],[15.  32.8],[17.7 34.6],[24.  48.8],[21.7 43.1],"(array([30.8, 49.4]),)","(array([21.4, 34. ]),)","(array([ 82.5, 185.6]),)","(array([ 81.2, 181.7]),)","(array([35.1, 79.7]),)","(array([35.7, 84. ]),)"
834,BoJ Outlook Report (YoY)_1.5,EURJPY,2,0.815,1593.9,2407.9,[ 473.9 1120. ],[ 726.2 1681.7],[245.1 651.4],[395.3 974.6],[228.8 552.2],[330.9 766.7],[24.9 52.9],[25.2 48.7],[35.2 69.9],[36.8 74. ],"(array([44.9, 69.4]),)","(array([37.8, 62.4]),)","(array([ 82.5, 185.6]),)","(array([ 81.2, 181.7]),)","(array([35.1, 79.7]),)","(array([35.7, 84. ]),)"
835,BoJ Outlook Report (YoY)_2,EURJPY,2,0.825,1691.6,2482.0,[ 519.4 1172.2],[ 769.1 1712.9],[268.  685.9],[397.7 977.8],[251.3 576.4],[371.5 797.7],[37.1 78.3],[36.6 75.6],[52.3 98.2],[51.3 97. ],"(array([ 66.6, 101.3]),)","(array([59.1, 95.1]),)","(array([ 82.5, 185.6]),)","(array([ 81.2, 181.7]),)","(array([35.1, 79.7]),)","(array([35.7, 84. ]),)"
836,BoJ Outlook Report (YoY)_2.5,EURJPY,2,0.905,1845.1,2612.1,[ 588.9 1256.2],[ 838.9 1773.2],[307.8 748.6],[404.8 989.4],[281.1 618.7],[434.1 870.9],[ 58.9 117.2],[ 50.3 102.1],[ 71.2 129.2],[ 76.1 135.2],"(array([ 88.3, 133.6]),)","(array([ 76.6, 123.3]),)","(array([ 82.5, 185.6]),)","(array([ 81.2, 181.7]),)","(array([35.1, 79.7]),)","(array([35.7, 84. ]),)"
837,BoJ Outlook Report (YoY)_3,EURJPY,3,0.8666666666666667,2022.1,2712.6,[ 649.6 1372.5],[ 890.  1822.6],[350.7 863.9],[ 429.5 1031.2],[298.9 651.8],[460.5 900.8],[ 75.  147.6],[ 62.9 132.3],[ 81.7 147.6],[ 81.2 146.7],"(array([110.1, 165.2]),)","(array([ 94.3, 155.8]),)","(array([ 82.5, 185.6]),)","(array([ 81.2, 181.7]),)","(array([35.1, 79.7]),)","(array([35.7, 84. ]),)"
838,BoJ Outlook Report (YoY)_3.5,EURJPY,2,0.91,2147.3,2817.1,[ 704.  1443.3],[ 934.4 1882.7],[389.8 939. ],[ 467.4 1100.8],[314.3 663.7],[467.  906.8],[106.5 195.9],[107.2 198.1],[ 92.2 168.2],[ 85.  155.7],"(array([131.5, 192. ]),)","(array([118.2, 184.6]),)","(array([ 82.5, 185.6]),)","(array([ 81.2, 181.7]),)","(array([35.1, 79.7]),)","(array([35.7, 84. ]),)"
839,BoJ Outlook Report (YoY)_4,EURJPY,2,0.875,2332.3,3162.9,[ 770.3 1562. ],[1065.3 2097.6],[ 444.7 1064.2],[ 581.5 1348. ],[325.7 676.1],[483.8 925.7],[131.5 232.2],[138.6 242.3],[100.2 185.3],[ 94.7 178. ],"(array([142.9, 214.5]),)","(array([146.7, 222.2]),)","(array([ 82.5, 185.6]),)","(array([ 81.2, 181.7]),)","(array([35.1, 79.7]),)","(array([35.7, 84. ]),)"
840,BoJ Press Conference_0.5,EURJPY,4,0.95,725.2,1000.6,[274.5 450.7],[401.7 598.9],[138.5 271.5],[231.5 431.1],[136.  301.3],[170.2 295.4],[11.  22.8],[15.7 28.8],[ 9.3 21. ],[11.2 20.6],"(array([18.3, 26. ]),)","(array([17.1, 23.9]),)","(array([ 82.1, 147.8]),)","(array([110.1, 193.3]),)","(array([42.4, 87.7]),)","(array([47.3, 98.2]),)"
841,BoJ Press Conference_1,EURJPY,4,0.825,989.3,1421.4,[375.6 613.7],[573.9 847.5],[190.1 371.9],[387.6 684.4],[185.5 409.5],[186.3 308.7],[27.  48.8],[34.7 54.1],[21.4 42.9],[17.8 36.8],"(array([33.5, 49.6]),)","(array([32.7, 50. ]),)","(array([ 82., 148.]),)","(array([110.1, 193.3]),)","(array([42.3, 87.8]),)","(array([47.3, 98.2]),)"
842,BoJ Press Conference_1.5,EURJPY,3,0.6033333333333334,1215.9,1619.7,[460.3 755.6],[658.7 961. ],[229.8 464.7],[436.1 764.7],[230.5 501. ],[222.6 359.5],[40.9 73.1],[38.7 61.8],[33.1 65.5],[34.1 67.7],"(array([49.9, 74.2]),)","(array([39.2, 62.5]),)","(array([ 82., 148.]),)","(array([110.1, 193.3]),)","(array([42.3, 87.8]),)","(array([47.3, 98.2]),)"
843,BoJ Press Conference_2,EURJPY,3,0.6066666666666667,1429.9,2385.1000000000004,[526.1 903.8],[ 858.2 1526.9],[250.9 503.3],[437.  766.1],[275.2 613.9],[421.2 913.7],[50.  90.4],[43.8 74. ],[44.3 87. ],[ 69.7 113.1],"(array([66.7, 97.4]),)","(array([58.3, 86.8]),)","(array([ 82.2, 148.4]),)","(array([110.1, 193.3]),)","(array([42.5, 88. ]),)","(array([47.3, 98.2]),)"
844,BoJ Press Conference_2.5,EURJPY,3,0.6333333333333333,1666.7,3201.1,[ 588.2 1078.5],[1072.6 2128.5],[268.9 527.9],[454.8 790.7],[319.3 768.6],[ 617.8 1514. ],[ 64.4 117.2],[ 57.4 106.1],[ 57.  110.9],[ 78.4 130.5],"(array([ 85.3, 123.2]),)","(array([ 80.7, 114.4]),)","(array([ 82.2, 148.4]),)","(array([110.1, 193.3]),)","(array([42.5, 88. ]),)","(array([47.3, 98.2]),)"
845,BoJ Press Conference_3,EURJPY,3,0.6066666666666667,1757.0,3294.8,[ 628.1 1128.9],[1120.6 2174.2],[287.1 565.3],[497.5 876.2],[341.  797.2],[ 623.1 1518.4],[ 74.6 138. ],[ 60.3 114.6],[ 69.1 132.5],[ 80.3 135.1],"(array([ 95.6, 143.5]),)","(array([ 85.5, 125.3]),)","(array([ 82.6, 149.9]),)","(array([110.1, 193.3]),)","(array([42.6, 88.8]),)","(array([47.3, 98.2]),)"
846,BoJ Press Conference_3.5,EURJPY,3,0.62,1819.9,3380.3,[ 658.5 1161.4],[1166.3 2214. ],[310.3 605. ],[541.6 953.7],[348.2 807.2],[ 624.7 1519.7],[ 89.9 163.9],[106.6 186.5],[ 79.8 154.9],[ 89.8 152.7],"(array([114. , 168.5]),)","(array([116.6, 168.6]),)","(array([ 82.8, 150.3]),)","(array([110.1, 193.3]),)","(array([42.8, 89.2]),)","(array([47.3, 98.2]),)"
