index,News,Symbol,Space,Win Rate,Profit,Last 12 Profit,Max_Min,Max_Min_Last_Year,Max_Open,Max_Open_Last_Year,Min_Open,Min_Open_Last_Year,Time_of_Max,Time_of_Max_Last_Year,Time_of_Min,Time_of_Min_Last_Year,Time_of_MinMax,Time_of_MinMax_Last_Year,Buy_Stop,Buy_Stop_Last_Year,Sell_Stop,Sell_Stop_Last_Year
0, AIG Construction Index _0.5,AUDUSD,3,0.59,291.7,196.3,[ 99.8 191.9],[ 81.1 115.2],[ 43.8 116.7],[33.1 58.5],[ 56.  115.3],[48.  90.2],[ 9.  20.3],[ 8.9 20. ],[11.1 23.8],[15.5 28.8],"(array([17.5, 26.4]),)","(array([17.9, 26.4]),)","(array([29.7, 50.3]),)","(array([26.2, 43.8]),)","(array([16. , 30.7]),)","(array([15.8, 31. ]),)"
1, AIG Construction Index _1,AUDUSD,2,0.92,386.2,219.3,[136.5 249.7],[ 88.  131.3],[ 63.1 159.3],[34.2 56.3],[ 73.4 145.5],[ 53.7 106.3],[21.6 44. ],[24.6 46.6],[22.2 42.6],[20.1 35.5],"(array([32.5, 48.3]),)","(array([26. , 39.2]),)","(array([30.3, 52.4]),)","(array([13.7, 19.3]),)","(array([15.9, 31.1]),)","(array([ 5.8, 11. ]),)"
2, AIG Construction Index _1.5,AUDUSD,3,0.92,464.5,318.5,[172.9 291.6],[127.2 191.3],[ 77.  180.3],[ 57.6 106.3],[ 95.9 180.3],[ 69.7 132.1],[41.5 77. ],[47.1 79.6],[41.6 73.7],[44.5 77.5],"(array([50.8, 74.6]),)","(array([48.4, 71. ]),)","(array([31.3, 54.4]),)","(array([15.7, 22. ]),)","(array([16. , 31.8]),)","(array([ 6.8, 12.7]),)"
3, AIG Construction Index _2,AUDUSD,2,0.875,547.4,389.0,[207.9 339.5],[148.7 240.3],[ 96.4 206.9],[ 64.6 131.8],[111.6 206.9],[ 84.2 167. ],[54.3 96.8],[48.8 83.7],[53.4 94.7],[54.9 93.2],"(array([63.1, 93.1]),)","(array([51.7, 76. ]),)","(array([31.8, 55.2]),)","(array([15.7, 22. ]),)","(array([16.1, 32.2]),)","(array([ 6.8, 12.7]),)"
4, AIG Construction Index _2.5,AUDUSD,2,0.895,654.0,517.3,[257.4 396.6],[190.8 326.5],[108.4 222.3],[ 65.9 133.8],[149.  277.8],[124.9 255.9],[ 66.7 118.4],[ 56.5 100.7],[ 84.8 141. ],[ 91.6 147.7],"(array([ 84.9, 122.2]),)","(array([ 76.6, 106.5]),)","(array([28.9, 49.2]),)","(array([15.7, 22. ]),)","(array([13.7, 26.1]),)","(array([ 6.8, 12.7]),)"
5, AIG Construction Index _3,AUDUSD,2,0.865,720.7,550.5,[285.8 434.9],[212.6 337.9],[130.  270.1],[ 85.4 159.9],[155.8 288.1],[127.2 259. ],[ 78.6 138.2],[ 79.5 138.4],[ 92.2 155.5],[ 96.3 157.9],"(array([ 91.3, 136.8]),)","(array([ 75.7, 113.7]),)","(array([28.9, 49.2]),)","(array([15.7, 22. ]),)","(array([13.7, 26.1]),)","(array([ 6.8, 12.7]),)"
6, AIG Construction Index _3.5,AUDUSD,2,0.865,916.0,604.3,[353.8 562.2],[236.8 367.5],[158.9 311.1],[106.2 185.7],[194.9 362.1],[130.7 268.9],[111.3 178.6],[ 96.  156.6],[118.  190.6],[123.5 193.9],"(array([ 89.3, 142.3]),)","(array([ 82.3, 125.4]),)","(array([29.3, 49.8]),)","(array([15.7, 22. ]),)","(array([13.8, 26.4]),)","(array([ 6.8, 12.7]),)"
7, AIG Construction Index _4,AUDUSD,2,0.94,1021.3,641.5,[392.5 628.8],[259.4 382.1],[169.  320.5],[112.4 194.4],[223.5 440.7],[147.  285.1],[125.5 205.4],[108.7 181.4],[140.1 218.4],[159.7 228.7],"(array([119.5, 183.5]),)","(array([112.2, 175.8]),)","(array([29.3, 49.8]),)","(array([15.7, 22. ]),)","(array([13.8, 26.4]),)","(array([ 6.8, 12.7]),)"
8, AIG Manufacturing Index _0.5,AUDUSD,2,0.82,300.9,132.1,[105.7 195.2],[56.9 75.2],[ 48.  103.2],[30.6 44.5],[ 57.8 142.3],[26.3 49.2],[ 9.2 20.6],[15.7 24.5],[11.4 23.8],[ 9.2 21.6],"(array([17.3, 27. ]),)","(array([18.2, 25.8]),)","(array([35.2, 67.6]),)","(array([17.7, 24.3]),)","(array([20.7, 51.7]),)","(array([ 8.6, 15.3]),)"
9, AIG Manufacturing Index _1,AUDUSD,3,0.71,426.0,191.7,[151.3 274.7],[ 81.  110.7],[ 69.1 165.9],[48.6 74.2],[ 82.1 183.9],[32.4 55. ],[20.6 42. ],[20.4 42. ],[26.7 49. ],[21.3 40.4],"(array([32.5, 46.2]),)","(array([27.6, 41.5]),)","(array([33.7, 54.5]),)","(array([23.5, 44.6]),)","(array([18.1, 34.4]),)","(array([ 7.6, 15.4]),)"
10, AIG Manufacturing Index _1.5,AUDUSD,2,0.88,492.9,241.3,[183.2 309.7],[100.9 140.4],[ 85.7 193.4],[56.9 96.8],[ 97.5 197. ],[44.  80.8],[35.2 66.2],[35.7 69.1],[45.8 78.7],[39.7 73.1],"(array([50.5, 73.3]),)","(array([55.2, 79.8]),)","(array([33.4, 54.4]),)","(array([23.5, 44.6]),)","(array([18.3, 35.3]),)","(array([ 7.6, 15.4]),)"
11, AIG Manufacturing Index _2,AUDUSD,2,0.89,590.6,346.4,[217.9 372.7],[127.8 218.6],[105.8 246.1],[ 63.7 106.4],[112.1 224.5],[ 64.2 158.1],[ 57.  101.8],[48.8 91.8],[55.7 95.6],[43.6 80.2],"(array([70. , 98.3]),)","(array([61.9, 90.4]),)","(array([33.8, 55.1]),)","(array([22.7, 43.5]),)","(array([18.4, 35.6]),)","(array([ 5.6, 11.4]),)"
12, AIG Manufacturing Index _2.5,AUDUSD,2,0.87,722.4,379.1,[266.9 455.5],[142.1 237. ],[127.5 290.9],[ 68.  110.3],[139.4 275.3],[ 74.1 172.7],[ 76.7 130.4],[ 63.2 113.5],[ 77.1 132.5],[ 70.2 125.3],"(array([ 86.6, 124.4]),)","(array([ 75.3, 113. ]),)","(array([33.8, 55.1]),)","(array([22.7, 43.5]),)","(array([18.4, 35.6]),)","(array([ 5.6, 11.4]),)"
13, AIG Manufacturing Index _3,AUDUSD,2,0.935,802.8,461.1,[302.9 499.9],[175.6 285.5],[143.5 313.5],[ 78.7 120.4],[159.4 316.6],[ 96.8 211.1],[108.6 171.1],[126.8 180.3],[ 98.1 167.5],[ 97.6 168.7],"(array([108.7, 158.4]),)","(array([ 98.2, 152.2]),)","(array([33.8, 55.1]),)","(array([22.7, 43.5]),)","(array([18.4, 35.6]),)","(array([ 5.6, 11.4]),)"
14, AIG Manufacturing Index _3.5,AUDUSD,2,0.955,921.2,510.8,[359.1 562.1],[204.1 306.7],[172.4 365.8],[ 90.8 139.1],[186.7 363. ],[113.2 227.9],[134.6 209.5],[150.9 214.6],[115.5 192. ],[130.3 206.8],"(array([119.8, 181.4]),)","(array([107.6, 177.5]),)","(array([33.8, 55.1]),)","(array([22.7, 43.5]),)","(array([18.4, 35.6]),)","(array([ 5.6, 11.4]),)"
15, AIG Manufacturing Index _4,AUDUSD,2,0.91,930.3,528.8,[373.  557.3],[214.5 314.3],[172.7 331.5],[ 96.2 141.5],[200.2 389.2],[118.3 234.4],[143.6 226.9],[163.5 234.4],[126.6 210.3],[134.9 216.5],"(array([136.1, 196.7]),)","(array([120.6, 187.3]),)","(array([33. , 53.8]),)","(array([22.7, 43.5]),)","(array([18.4, 35.8]),)","(array([ 5.6, 11.4]),)"
16, AIG Services Index _0.5,AUDUSD,3,0.55,236.4,163.8,[ 84.8 151.6],[64.2 99.6],[37.1 71. ],[26.2 47.9],[ 47.7 110.8],[38.1 73.6],[10.2 22.3],[ 7.2 19.4],[11.6 24.6],[ 8.9 19.5],"(array([19.1, 28.8]),)","(array([14.2, 22.6]),)","(array([26. , 47.2]),)","(array([24. , 38.1]),)","(array([14.5, 28.9]),)","(array([14.8, 27.3]),)"
17, AIG Services Index _1,AUDUSD,2,0.94,305.29999999999995,176.8,[113.6 191.7],[ 69.5 107.3],[49.2 89.8],[41.6 68.6],[ 64.3 138.5],[27.9 55.5],[26.5 46.8],[35.8 52.8],[26.7 50.1],[19.2 44.5],"(array([35.2, 52.3]),)","(array([31. , 50.5]),)","(array([25.7, 43.9]),)","(array([17.1, 24.9]),)","(array([14.9, 30.1]),)","(array([10.6, 16.4]),)"
18, AIG Services Index _1.5,AUDUSD,2,0.865,383.0,229.9,[148.1 234.9],[ 94.8 135.1],[ 65.2 124.4],[51.2 83.4],[ 82.9 168.9],[43.6 72.2],[42. 73.],[47.7 72.6],[47.3 84.3],[48.2 83.3],"(array([57.3, 82.1]),)","(array([50., 71.]),)","(array([26.4, 45.1]),)","(array([16.4, 24.4]),)","(array([15.4, 31.1]),)","(array([ 9. , 15.2]),)"
19, AIG Services Index _2,AUDUSD,2,0.895,478.0,282.4,[189.3 288.7],[114.7 167.7],[ 80.5 159.9],[ 68.7 113.5],[108.8 214.1],[45.9 86.5],[ 57.5 101.2],[ 74.5 108.3],[ 62.3 108.8],[45.6 88.7],"(array([ 78.5, 109.4]),)","(array([67.1, 98.6]),)","(array([24.7, 39.7]),)","(array([18.2, 28.7]),)","(array([14.1, 26.7]),)","(array([10.3, 17.6]),)"
20, AIG Services Index _2.5,AUDUSD,2,0.865,597.4,450.3,[229.6 367.8],[162.8 287.5],[ 94.3 193. ],[111.2 223. ],[135.4 263.7],[51.7 98.6],[ 61.6 111.6],[ 84.4 127.2],[ 85.7 140.6],[ 54.8 109.1],"(array([ 85.2, 124.5]),)","(array([ 77.2, 110.1]),)","(array([25.2, 40.1]),)","(array([18.2, 28.7]),)","(array([14.4, 27.1]),)","(array([10.3, 17.6]),)"
21, AIG Services Index _3,AUDUSD,2,0.9,681.4000000000001,483.3,[268.1 413.3],[182.3 301. ],[105.9 210.8],[122.7 233.1],[162.2 302.4],[ 59.7 114.6],[ 79.2 141.1],[114.3 165. ],[115.8 176.3],[ 82.2 154.2],"(array([ 95.7, 144.3]),)","(array([100.6, 145. ]),)","(array([25.2, 40.1]),)","(array([18.2, 28.7]),)","(array([14.4, 27.1]),)","(array([10.3, 17.6]),)"
22, AIG Services Index _3.5,AUDUSD,2,0.85,871.9,563.0,[349.  522.9],[221.5 341.5],[136.2 263.8],[136.1 238.3],[212.8 389.6],[ 85.4 170.8],[100.1 172.1],[140.1 197. ],[141.8 209.7],[117.8 200.9],"(array([107.5, 167.1]),)","(array([ 93.1, 150.9]),)","(array([25.2, 40.1]),)","(array([18.2, 28.7]),)","(array([14.4, 27.1]),)","(array([10.3, 17.6]),)"
23, AIG Services Index _4,AUDUSD,2,0.905,911.1,604.8,[370.4 540.7],[245.7 359.1],[144.4 274.9],[147.1 249.3],[226.  406.2],[ 98.6 180.1],[113.2 194.9],[154.  219.7],[155.6 227. ],[145.7 232.3],"(array([117.5, 180.6]),)","(array([110.7, 172. ]),)","(array([25.2, 40.1]),)","(array([18.2, 28.7]),)","(array([14.4, 27.1]),)","(array([10.3, 17.6]),)"
24, ANZ Internet Job Ads (MoM)_0.5,AUDUSD,2,0.91,458.6,275.9,[171.6 287. ],[118.7 157.2],[ 81.5 156.4],[51.2 96.1],[ 90.1 204.8],[ 67.4 123.9],[11.4 24.1],[10.  23.1],[10.3 22.4],[ 8.7 20.8],"(array([21.2, 29.3]),)","(array([20.5, 29.1]),)","(array([58.5, 98.7]),)","(array([40.9, 58.9]),)","(array([34.2, 61.8]),)","(array([24.1, 38.7]),)"
25, ANZ Internet Job Ads (MoM)_1,AUDUSD,3,0.5766666666666667,617.5,326.9,[237.7 379.8],[154.2 172.7],[125.6 243.9],[ 76.  132.6],[112.1 243.7],[ 78.2 136.3],[31.1 55.3],[30.6 57.1],[18.3 37.5],[15.8 38.4],"(array([37.1, 51.2]),)","(array([44.4, 61.7]),)","(array([58.7, 98.6]),)","(array([40.9, 58.9]),)","(array([34.7, 62.2]),)","(array([24.1, 38.7]),)"
26, ANZ Internet Job Ads (MoM)_1.5,AUDUSD,3,0.8833333333333333,732.5,480.5,[286.7 445.8],[206.7 273.8],[150.7 291.5],[100.4 188.9],[136.  283.7],[106.2 187.1],[46.1 79.6],[45.9 80.8],[32.3 63.5],[26.8 58.2],"(array([52.2, 76.8]),)","(array([54.7, 81.3]),)","(array([57.2, 96.3]),)","(array([40.9, 58.9]),)","(array([34.6, 61.8]),)","(array([24.1, 38.7]),)"
27, ANZ Internet Job Ads (MoM)_2,AUDUSD,2,0.83,787.0,504.5,[317.2 469.8],[215.7 288.8],[171.9 321.5],[109.5 209.4],[145.3 291.3],[106.2 187.1],[53.3 91.7],[53.  96.2],[42.  82.7],[26.8 58.2],"(array([61.1, 89.5]),)","(array([61.8, 92.7]),)","(array([55.9, 94. ]),)","(array([40.9, 58.9]),)","(array([32.9, 58.7]),)","(array([24.1, 38.7]),)"
28, ANZ Internet Job Ads (MoM)_2.5,AUDUSD,2,0.84,869.1,525.8,[344.5 524.6],[226.  299.8],[184.1 345.1],[117.6 223.7],[160.4 341.5],[108.4 190. ],[ 60.5 107.2],[ 54.7 100.7],[48.1 98.5],[33.1 75.5],"(array([ 75.1, 114.3]),)","(array([ 69.7, 104.8]),)","(array([56.9, 95.6]),)","(array([40.9, 58.9]),)","(array([33.4, 59.9]),)","(array([24.1, 38.7]),)"
29, ANZ Internet Job Ads (MoM)_3,AUDUSD,3,0.5833333333333334,940.8,522.2,[371.5 569.3],[226.6 295.6],[194.  374.1],[113.2 215.8],[177.5 377. ],[113.3 201.8],[ 74.8 137.4],[ 55.7 109.2],[ 56.  118.9],[ 42.5 107.9],"(array([ 96.7, 147.6]),)","(array([ 85.7, 136.7]),)","(array([55.7, 93.4]),)","(array([41.5, 59.8]),)","(array([32.4, 57.4]),)","(array([22.8, 36.9]),)"
30, ANZ Internet Job Ads (MoM)_3.5,AUDUSD,3,0.56,963.7,563.2,[382.1 581.6],[239.4 323.8],[197.3 376.7],[119.9 230.8],[184.8 388.1],[119.5 219.7],[ 88.8 161.4],[ 57.9 116.9],[ 63.8 133.4],[ 45.  115.8],"(array([112.7, 170.9]),)","(array([ 90.4, 148.1]),)","(array([54.2, 91.8]),)","(array([41.5, 59.8]),)","(array([31.7, 56.9]),)","(array([22.8, 36.9]),)"
31, ANZ Internet Job Ads (MoM)_4,AUDUSD,3,0.5566666666666666,1040.8,598.7,[406.8 634. ],[253.4 345.3],[211.7 412.8],[134.6 243.5],[195.1 422.5],[118.8 223.8],[107.3 194. ],[ 65.1 128.4],[ 77.  161.2],[ 53. 134.],"(array([130. , 201.1]),)","(array([ 96.7, 163.4]),)","(array([55.8, 94.5]),)","(array([39.6, 58.5]),)","(array([32.8, 58.5]),)","(array([19.6, 33.1]),)"
32, ANZ Job Advertisements (MoM)_0.5,AUDUSD,3,0.7666666666666667,366.6,271.0,[140.7 225.9],[109.4 161.6],[ 63.8 128.8],[26.2 53.4],[ 76.9 157.9],[ 83.2 140.9],[10.4 22.4],[ 5.7 17.8],[12.1 24.1],[15.4 25.4],"(array([19.6, 27.5]),)","(array([17.2, 27.1]),)","(array([43.3, 77.7]),)","(array([29.7, 48.9]),)","(array([22.5, 42.6]),)","(array([15.7, 31.4]),)"
33, ANZ Job Advertisements (MoM)_1,AUDUSD,4,0.4075,478.7,393.1,[185.7 293. ],[163.7 229.4],[ 92.5 177.7],[ 53.3 102.4],[ 93.2 193.5],[110.4 191.1],[27.5 51.5],[28.6 54.6],[22.8 42.5],[31.1 50.5],"(array([32.9, 48.8]),)","(array([38.3, 54.9]),)","(array([42.1, 75.8]),)","(array([29.7, 48.9]),)","(array([21.7, 40.5]),)","(array([15.7, 31.4]),)"
34, ANZ Job Advertisements (MoM)_1.5,AUDUSD,3,0.5533333333333333,581.3,589.8,[230.7 350.6],[230.3 359.5],[115.9 215.7],[ 88.7 217.8],[114.7 227.7],[141.7 257.7],[44.5 77.4],[41.3 76.9],[37.2 66.8],[48.2 76.9],"(array([47.4, 70.2]),)","(array([52.1, 75.4]),)","(array([40.6, 72.9]),)","(array([29.7, 48.9]),)","(array([20.7, 38.3]),)","(array([15.7, 31.4]),)"
35, ANZ Job Advertisements (MoM)_2,AUDUSD,2,0.885,637.9,647.9000000000001,[254.2 383.7],[261.8 386.1],[125.9 237.5],[106.7 234.4],[128.3 247.9],[155.2 282.5],[54.8 95.9],[49.9 96. ],[46.5 84.3],[ 63.3 102.1],"(array([60.7, 89.1]),)","(array([73.6, 95.9]),)","(array([38. , 63.4]),)","(array([29.7, 48.9]),)","(array([19.3, 35. ]),)","(array([15.7, 31.4]),)"
36, ANZ Job Advertisements (MoM)_2.5,AUDUSD,2,0.865,645.2,664.4000000000001,[262.8 382.4],[272.8 391.6],[125.4 233.8],[116.  247.7],[137.4 261.8],[156.8 289.8],[ 60.4 108.3],[ 52.8 103.7],[53.4 98.4],[ 68.8 122.6],"(array([ 70.2, 105.7]),)","(array([ 91.8, 126.4]),)","(array([37.3, 62.2]),)","(array([32.2, 51.3]),)","(array([19.5, 35.5]),)","(array([18.1, 33.6]),)"
37, ANZ Job Advertisements (MoM)_3,AUDUSD,3,0.57,685.5,678.2,[277.6 407.9],[283.6 394.6],[131.2 246.2],[117.2 249.7],[146.4 283.3],[166.4 297.9],[ 66.4 123.1],[ 55.2 111. ],[ 64.4 121.3],[ 85.4 149.9],"(array([ 84.5, 131.5]),)","(array([105.8, 137.6]),)","(array([37.1, 62.3]),)","(array([32.2, 51.3]),)","(array([19.6, 35.8]),)","(array([18.1, 33.6]),)"
38, ANZ Job Advertisements (MoM)_3.5,AUDUSD,3,0.5366666666666666,731.9,681.0,[290.5 441.4],[285.3 395.7],[137.3 257. ],[118.9 252.8],[153.2 312.5],[166.4 297.9],[ 75.7 141.1],[ 55.7 112.4],[ 73.2 140.2],[ 85.4 149.9],"(array([ 94.2, 147.5]),)","(array([106.2, 138.6]),)","(array([37.5, 63. ]),)","(array([32.2, 51.3]),)","(array([19.6, 36. ]),)","(array([18.1, 33.6]),)"
39, ANZ Job Advertisements (MoM)_4,AUDUSD,3,0.5466666666666666,734.8,685.6,[292.8 442. ],[288.8 396.8],[143.3 265.8],[122.4 257.4],[149.5 303.4],[166.4 297.9],[ 92.  169.1],[ 69.3 144.4],[ 83.1 162.7],[ 85.4 149.9],"(array([112. , 176.6]),)","(array([104.6, 138.2]),)","(array([38.6, 65.1]),)","(array([32.2, 51.3]),)","(array([20.5, 37.2]),)","(array([18.1, 33.6]),)"
40, ANZ Newspaper Job Ads (MoM)_0.5,AUDUSD,2,0.925,466.5,272.29999999999995,[173.7 292.8],[116.6 155.7],[ 82.5 158.8],[ 54.7 101.8],[ 91.2 209.1],[ 61.8 113.7],[11.6 24.1],[13.3 26.7],[10.8 23.2],[12.6 25.8],"(array([21.5, 29.4]),)","(array([24.1, 29.6]),)","(array([ 59.2, 100.5]),)","(array([36.9, 51.5]),)","(array([35. , 63.3]),)","(array([24.1, 39.5]),)"
41, ANZ Newspaper Job Ads (MoM)_1,AUDUSD,3,0.5733333333333334,633.5999999999999,431.3,[243.7 389.9],[174.5 256.8],[128.6 250.3],[101.9 208.7],[115.  250.7],[ 72.6 127.3],[30.5 54.7],[28.1 53.1],[19.5 38.9],[19.7 41.6],"(array([37.1, 50.6]),)","(array([42.3, 57. ]),)","(array([ 59.3, 100.5]),)","(array([36.9, 51.5]),)","(array([35.7, 63.9]),)","(array([24.1, 39.5]),)"
42, ANZ Newspaper Job Ads (MoM)_1.5,AUDUSD,3,0.9,755.8,552.3,[297.  458.8],[230.4 321.9],[155.8 300.7],[129.3 248.8],[141.2 293.3],[101.1 181.2],[45.8 79.7],[42.9 77.9],[34.9 66. ],[35.4 65.3],"(array([52.6, 77.1]),)","(array([50.7, 75.3]),)","(array([57.8, 98.2]),)","(array([36.9, 51.5]),)","(array([35.6, 63.6]),)","(array([24.1, 39.5]),)"
43, ANZ Newspaper Job Ads (MoM)_2,AUDUSD,2,0.855,815.4,570.1,[331.2 484.2],[237.9 332.2],[179.  332.9],[135.4 261.2],[152.3 302.6],[102.5 181.4],[53.5 92.3],[48.9 91.5],[45.8 86.5],[45.3 81. ],"(array([62.3, 90.3]),)","(array([58.6, 87.8]),)","(array([56.5, 96. ]),)","(array([36.9, 51.5]),)","(array([33.9, 60.5]),)","(array([24.1, 39.5]),)"
44, ANZ Newspaper Job Ads (MoM)_2.5,AUDUSD,2,0.865,905.0,614.8,[362.3 542.7],[263.5 351.3],[192.9 358.6],[150.2 279.3],[169.4 356.8],[113.2 190.9],[ 61.4 109.2],[ 54.2 104.2],[ 52.8 103.5],[52.7 97.8],"(array([ 77.8, 117. ]),)","(array([ 71.2, 107.3]),)","(array([57.6, 97.9]),)","(array([36.9, 51.5]),)","(array([34.5, 61.8]),)","(array([24.1, 39.5]),)"
45, ANZ Newspaper Job Ads (MoM)_3,AUDUSD,2,0.885,984.2,649.9,[393.3 590.9],[281.2 368.7],[204.  390.2],[147.3 273.1],[189.3 396. ],[133.8 222. ],[ 74.7 137.4],[ 57.7 106.5],[ 62.1 125.8],[ 74.7 144.2],"(array([ 99.4, 148.2]),)","(array([ 91.5, 133.3]),)","(array([56.3, 95.7]),)","(array([41.7, 61.7]),)","(array([33.5, 59.3]),)","(array([26.9, 44.2]),)"
46, ANZ Newspaper Job Ads (MoM)_3.5,AUDUSD,2,0.85,1008.0,670.0999999999999,[404.2 603.8],[287.4 382.7],[206.2 391.2],[147.4 273.1],[198.1 408.7],[140.  238.6],[ 89.8 162.5],[ 59.1 111.5],[ 71.1 141.4],[ 77.2 150.7],"(array([116.8, 171.7]),)","(array([ 95.4, 141.7]),)","(array([54.7, 94.1]),)","(array([41.7, 61.7]),)","(array([32.7, 58.9]),)","(array([26.9, 44.2]),)"
47, ANZ Newspaper Job Ads (MoM)_4,AUDUSD,2,0.865,1095.7,753.5,[434.  661.7],[322.2 431.3],[222.8 430.9],[180.5 315.5],[211.2 448.1],[141.7 252.8],[109.9 196.9],[ 65.5 114.3],[ 86.9 171.9],[ 99.  193.9],"(array([136. , 202.9]),)","(array([109.5, 165.9]),)","(array([56.6, 97.3]),)","(array([40.6, 60.6]),)","(array([34.1, 60.8]),)","(array([25.3, 42. ]),)"
48, Building Approvals (MoM)_0.5,AUDUSD,3,0.59,410.6,252.3,[153.3 257.3],[113.4 138.9],[ 72.8 145.1],[56.2 99.8],[ 80.5 169.5],[57.2 96.9],[ 9.9 22.1],[ 8.7 18.8],[12.2 24.7],[16.9 28.8],"(array([20.1, 28.6]),)","(array([20.9, 27.2]),)","(array([ 52.6, 106.5]),)","(array([33.8, 55.1]),)","(array([21. , 43.4]),)","(array([17.2, 32.9]),)"
49, Building Approvals (MoM)_1,AUDUSD,3,0.5833333333333334,528.2,428.1,[205.9 322.3],[186.9 241.2],[ 97.9 187.6],[ 70.3 125.2],[108.  218.4],[116.6 178.5],[26.1 49.6],[22.3 45.3],[27.1 49.5],[38.7 56.6],"(array([36.2, 51.7]),)","(array([37.2, 49.1]),)","(array([ 51.9, 105.6]),)","(array([33.8, 55.1]),)","(array([20.8, 43.3]),)","(array([17.2, 32.9]),)"
50, Building Approvals (MoM)_1.5,AUDUSD,3,0.61,703.8,512.5999999999999,[282.1 421.7],[227.2 285.4],[138.3 261. ],[ 94.3 156.1],[143.7 273.2],[132.8 201.5],[44.9 78.3],[40.6 74.9],[41.1 71.8],[49.8 76.6],"(array([51. , 73.7]),)","(array([57.6, 70.7]),)","(array([47.2, 93.2]),)","(array([33.8, 55.1]),)","(array([19.4, 40.2]),)","(array([17.2, 32.9]),)"
51, Building Approvals (MoM)_2,AUDUSD,2,0.935,758.3,538.2,[303.7 454.6],[244.2 294. ],[156.8 298.6],[106.6 179. ],[146.9 276.9],[137.6 207.6],[55.5 97.4],[ 55.5 104.6],[52.1 91. ],[53.9 85.8],"(array([64., 92.]),)","(array([70.7, 96.8]),)","(array([46.7, 93.3]),)","(array([33.8, 55.1]),)","(array([19.2, 40.4]),)","(array([17.2, 32.9]),)"
52, Building Approvals (MoM)_2.5,AUDUSD,2,0.91,787.3,604.0,[318.7 468.6],[277.3 326.7],[164.2 311.2],[122.5 199.5],[154.5 288.4],[154.8 228.2],[ 66.5 116. ],[ 80.6 136.8],[ 59.1 106.2],[ 74.2 122. ],"(array([ 74.5, 108.6]),)","(array([ 78.2, 111.1]),)","(array([46.8, 93.8]),)","(array([33.8, 55.1]),)","(array([19.1, 40.3]),)","(array([17.2, 32.9]),)"
53, Building Approvals (MoM)_3,AUDUSD,2,0.92,864.9,673.8,[343.6 521.3],[302.9 370.9],[175.1 327. ],[130.2 207.3],[168.6 330.6],[172.7 257.3],[ 78.  137.5],[ 87.1 151.4],[ 68.4 126.2],[ 89.5 147.5],"(array([ 89.4, 134.2]),)","(array([ 86.4, 122.3]),)","(array([46.8, 94.5]),)","(array([33.8, 55.1]),)","(array([19.4, 40.9]),)","(array([17.2, 32.9]),)"
54, Building Approvals (MoM)_3.5,AUDUSD,2,0.865,960.5,702.5,[365.6 594.9],[318.8 383.7],[183.7 339.7],[145.8 226.5],[181.8 392.7],[173.  258.4],[ 89.3 158.1],[ 91.5 162.5],[ 74.4 137.9],[ 91.7 153.1],"(array([ 98.8, 150.7]),)","(array([ 93.1, 136.4]),)","(array([45.6, 90.2]),)","(array([33.8, 55.1]),)","(array([18. , 32.7]),)","(array([17.2, 32.9]),)"
55, Building Approvals (MoM)_4,AUDUSD,2,0.9,987.4,740.8,[376.8 610.6],[335.4 405.4],[188.7 346.5],[157.2 244.4],[188.1 402.7],[178.2 264.9],[108.4 190.8],[111.9 192.8],[ 90.7 168.9],[115.6 190.1],"(array([119.4, 181.6]),)","(array([110.3, 155.9]),)","(array([46.4, 91.8]),)","(array([33.8, 55.1]),)","(array([18.1, 32.8]),)","(array([17.2, 32.9]),)"
56, Building Capital Expenditure (MoM)_0.5,AUDUSD,3,0.6066666666666667,449.7000000000001,255.3,[162.6 287.1],[103.6 151.7],[ 70.5 158.2],[51.4 94.4],[ 92.1 204.9],[ 52.2 108. ],[11.  22.6],[15.1 25.8],[12.4 24.8],[15.  27.3],"(array([18.5, 26.7]),)","(array([18.9, 26.8]),)","(array([ 52.5, 120.7]),)","(array([32.8, 50.4]),)","(array([14.4, 25.7]),)","(array([19.4, 34. ]),)"
57, Building Capital Expenditure (MoM)_1,AUDUSD,2,0.805,550.4,330.79999999999995,[212.7 337.7],[145.7 185.1],[ 95.7 205.2],[ 66.2 115.1],[116.9 236.7],[ 79.6 135.2],[21.8 42.5],[19.5 36.8],[32.1 54.9],[34.3 55.5],"(array([35.6, 50.3]),)","(array([34. , 46.3]),)","(array([ 52.5, 120.7]),)","(array([32.8, 50.4]),)","(array([14.4, 25.7]),)","(array([19.4, 34. ]),)"
58, Building Capital Expenditure (MoM)_1.5,AUDUSD,2,0.845,792.2,428.7,[304.3 487.9],[181.2 247.5],[132.2 277.5],[ 73.9 129.4],[172.2 310.8],[107.3 174.4],[31.9 62.2],[37.2 71. ],[49.4 79.6],[49.8 82.1],"(array([43.5, 67.2]),)","(array([55.8, 73.4]),)","(array([ 52.5, 120.7]),)","(array([32.8, 50.4]),)","(array([14.4, 25.7]),)","(array([19.4, 34. ]),)"
59, Building Capital Expenditure (MoM)_2,AUDUSD,2,0.9,851.9,462.9,[330.5 521.4],[202.6 260.3],[145.6 298.8],[ 80.7 140.4],[184.9 324.3],[121.9 182.7],[41.6 81.8],[41.2 81.7],[ 63.8 101.6],[ 84.1 119.8],"(array([60.2, 93.7]),)","(array([ 77.7, 105.4]),)","(array([ 52.5, 120.7]),)","(array([32.8, 50.4]),)","(array([14.4, 25.7]),)","(array([19.4, 34. ]),)"
