index,News,Symbol,Space,Win Rate,Profit,Last 12 Profit,Max_Min,Max_Min_Last_Year,Max_Open,Max_Open_Last_Year,Min_Open,Min_Open_Last_Year,Time_of_Max,Time_of_Max_Last_Year,Time_of_Min,Time_of_Min_Last_Year,Time_of_MinMax,Time_of_MinMax_Last_Year,Buy_Stop,Buy_Stop_Last_Year,Sell_Stop,Sell_Stop_Last_Year
2802, HIA New Home Sales (MoM)_2,EURNZD,2,0.91,1271.2,719.7,[491.2 780. ],[304.6 415.1],[268.  522.1],[148.4 265.5],[223.2 440.6],[156.2 272.3],[58.5 99.8],[50.3 91.4],[55.1 97.4],[56.1 91.2],"(array([67.8, 98. ]),)","(array([63.9, 90. ]),)","(array([ 66.5, 110.9]),)","(array([57.4, 89.4]),)","(array([33.8, 68.5]),)","(array([28.5, 49.9]),)"
2803, HIA New Home Sales (MoM)_2.5,EURNZD,3,0.61,1369.7,790.5,[533.  836.7],[331.9 458.6],[288.4 564.1],[159.2 267.9],[244.6 471.4],[172.7 306. ],[ 70.  118.8],[ 65.4 114.7],[ 67.4 120.6],[ 74.2 117.1],"(array([ 80.5, 117.1]),)","(array([56.6, 90.2]),)","(array([ 66.8, 111.5]),)","(array([57.4, 89.4]),)","(array([34.1, 68.9]),)","(array([28.5, 49.9]),)"
2804, HIA New Home Sales (MoM)_3,EURNZD,2,0.895,1426.2,897.0999999999999,[557.7 868.5],[374.3 522.8],[299.4 583.6],[177.2 287.7],[258.3 503. ],[197.2 371. ],[ 79.7 138.9],[ 81.9 145.2],[ 79.4 142.6],[ 88.4 145. ],"(array([ 95.4, 138. ]),)","(array([ 84.5, 134.5]),)","(array([ 64.1, 103.2]),)","(array([57.4, 89.4]),)","(array([31.9, 62.1]),)","(array([28.5, 49.9]),)"
2805, HIA New Home Sales (MoM)_3.5,EURNZD,2,0.9,1491.4,1097.1,[588.6 902.8],[450.3 646.8],[315.2 607.1],[207.3 343. ],[273.4 526.2],[243.  437.6],[ 91.4 159.8],[ 88.5 160.6],[ 92.9 164.6],[129.9 198.6],"(array([107.6, 156.4]),)","(array([109.1, 166.3]),)","(array([ 63.4, 102.1]),)","(array([57.4, 89.4]),)","(array([31.3, 61.2]),)","(array([28.5, 49.9]),)"
2806, HIA New Home Sales (MoM)_4,EURNZD,2,0.91,1562.3,1134.9,[620.4 941.9],[461.3 673.6],[331.  629.6],[211.7 356.6],[289.5 552.7],[249.6 456.6],[111.  194.1],[ 90.  164.7],[105.  187.7],[135.2 209.9],"(array([126.1, 185.6]),)","(array([115.8, 182.1]),)","(array([ 62.9, 101.3]),)","(array([57.4, 89.4]),)","(array([30.8, 60.4]),)","(array([28.5, 49.9]),)"
2807, Home Loans (MoM)_0.5,EURNZD,3,0.5566666666666666,575.2,595.9,[225.5 349.7],[242.9 353. ],[122.1 241.1],[143.7 267.3],[103.5 187.9],[ 99.2 165.6],[13.  24.8],[18.3 26.3],[10.6 22.4],[10.  23.2],"(array([18.2, 26.7]),)","(array([16.7, 23.1]),)","(array([ 73.1, 123.7]),)","(array([ 73. , 114.5]),)","(array([37.5, 75.1]),)","(array([35.9, 70.5]),)"
2808, Home Loans (MoM)_1,EURNZD,4,0.9625,778.0,695.2,[315.9 462.1],[305.  390.2],[156.7 292. ],[164.6 282.1],[159.2 280.4],[140.4 231.9],[26.9 48.2],[29.6 45.1],[29.7 52.2],[31.5 55.9],"(array([35.6, 49.7]),)","(array([32.7, 44.1]),)","(array([ 70.1, 104.1]),)","(array([ 73. , 114.5]),)","(array([35.1, 59. ]),)","(array([35.9, 70.5]),)"
2809, Home Loans (MoM)_1.5,EURNZD,2,0.935,939.6,797.0,[384.1 555.5],[359.7 437.3],[187.4 345.6],[193.7 322.2],[196.7 349.7],[166.  287.8],[42.5 73.9],[45.4 72.3],[41.8 73.9],[43.2 78.3],"(array([50.8, 72.2]),)","(array([47.8, 63.2]),)","(array([ 69.6, 103.4]),)","(array([ 73. , 114.5]),)","(array([35.1, 58.9]),)","(array([35.9, 70.5]),)"
2810, Home Loans (MoM)_2,EURNZD,3,0.95,1208.2,806.4000000000001,[448.8 759.4],[365.1 441.3],[225.  512.1],[196.1 323. ],[223.8 408.3],[169.  294.6],[55.6 97. ],[55.2 89.9],[52.9 95.4],[51.7 97. ],"(array([66.9, 96.8]),)","(array([56.5, 85.5]),)","(array([ 69.4, 103.2]),)","(array([ 73. , 114.5]),)","(array([34.7, 58.3]),)","(array([35.9, 70.5]),)"
2811, Home Loans (MoM)_2.5,EURNZD,2,0.895,1289.5,916.4,[485.7 803.8],[411.7 504.7],[246.1 547.7],[222.2 355.9],[239.7 436.6],[189.4 353.2],[ 66.3 117. ],[ 66.3 115.5],[ 69.7 122.8],[ 57.8 112.4],"(array([ 85.8, 122.5]),)","(array([ 73.8, 109.3]),)","(array([ 68.8, 102.2]),)","(array([ 73. , 114.5]),)","(array([34.6, 58.3]),)","(array([35.9, 70.5]),)"
2812, Home Loans (MoM)_3,EURNZD,2,0.84,1442.4,984.0,[515.6 926.8],[436.5 547.5],[268.9 667.6],[236.2 378.9],[246.8 444.5],[200.2 385.6],[ 74.7 133.9],[ 79.7 139.4],[ 80.  142.1],[ 59.7 117.4],"(array([100.4, 142.7]),)","(array([ 83.8, 119.6]),)","(array([ 67.9, 101.4]),)","(array([ 73. , 114.5]),)","(array([34.1, 58. ]),)","(array([35.9, 70.5]),)"
2813, Home Loans (MoM)_3.5,EURNZD,2,0.885,1522.5,1074.4,[547.4 975.1],[467.2 607.2],[288.9 707.1],[264.9 450.8],[258.5 469.2],[202.2 392.1],[ 85.2 156.3],[ 94.8 167.5],[ 93.5 166.6],[ 62.2 124.8],"(array([116.1, 168.3]),)","(array([101.6, 152.5]),)","(array([ 67.5, 100.9]),)","(array([ 73. , 114.5]),)","(array([34.4, 58.5]),)","(array([35.9, 70.5]),)"
2814, Home Loans (MoM)_4,EURNZD,2,0.875,1591.8,1112.0,[ 570.8 1021. ],[479. 633.],[298.8 739.2],[276.7 481.4],[272.  499.1],[202.2 392.1],[ 94.5 177. ],[ 99.4 179.2],[103.7 185.1],[ 62.2 124.8],"(array([131.2, 192.3]),)","(array([106.2, 164.9]),)","(array([ 67.2, 100.9]),)","(array([ 73. , 114.5]),)","(array([34.4, 58.6]),)","(array([35.9, 70.5]),)"
2815, House Price Index (QoQ)_0.5,EURNZD,2,0.765,568.0,564.6,[225.4 342.6],[216.8 347.8],[102.7 202. ],[121.8 237.9],[122.7 214.7],[ 95.  159.5],[12.4 25.2],[11.8 26.3],[15.3 25.5],[15.2 25.2],"(array([17.8, 26.8]),)","(array([21.7, 29.2]),)","(array([ 68.2, 107.3]),)","(array([60.1, 97.2]),)","(array([33.5, 58.1]),)","(array([29.2, 50.8]),)"
2816, House Price Index (QoQ)_1,EURNZD,2,0.91,924.3,1132.8000000000002,[334.8 589.5],[358.6 774.2],[134.6 250.2],[151.3 284.6],[200.2 421. ],[207.2 547.8],[28.2 50. ],[24.8 47.1],[31.8 51.4],[27.  42.8],"(array([33.7, 50.7]),)","(array([31.3, 46.7]),)","(array([ 67.9, 107.3]),)","(array([60.1, 97.2]),)","(array([32.6, 56.7]),)","(array([29.2, 50.8]),)"
2817, House Price Index (QoQ)_1.5,EURNZD,3,0.97,1100.3000000000002,1348.5,[416.6 683.7],[452.  896.5],[175.7 312.4],[222.2 369.7],[240.9 493.4],[229.8 621.8],[45.  78.6],[60.5 94.1],[43.9 71. ],[33.2 54.7],"(array([51.8, 71.1]),)","(array([54.4, 68.6]),)","(array([ 67.9, 107.3]),)","(array([60.1, 97.2]),)","(array([32.6, 56.7]),)","(array([29.2, 50.8]),)"
2818, House Price Index (QoQ)_2,EURNZD,2,0.9,1183.4,1431.2,[452.  731.4],[500.  931.2],[194.3 347.7],[255.3 409.8],[257.7 533.2],[244.7 638.1],[55.7 98.6],[ 77.1 117. ],[52.4 90.7],[42.9 80.1],"(array([64.2, 91.1]),)","(array([66.7, 92.2]),)","(array([ 67.9, 107.3]),)","(array([60.1, 97.2]),)","(array([32.6, 56.7]),)","(array([29.2, 50.8]),)"
2819, House Price Index (QoQ)_2.5,EURNZD,2,0.76,1269.4,1508.9,[484.2 785.2],[530.3 978.6],[209.1 379.4],[281.8 453.2],[275.1 569.1],[248.5 640.8],[ 68.7 121.6],[106.7 149.2],[ 66.1 116.7],[ 53.9 100.2],"(array([ 82.4, 120. ]),)","(array([ 90.6, 121.5]),)","(array([63.7, 98.5]),)","(array([60.1, 97.2]),)","(array([31.1, 51.7]),)","(array([29.2, 50.8]),)"
2820, House Price Index (QoQ)_3,EURNZD,2,0.81,1277.3000000000002,1564.9,[494.1 783.2],[ 562.1 1002.8],[224.  401.1],[307.1 484.4],[270.1 543.9],[255.  646.5],[ 80.3 143.1],[121.2 172.7],[ 71.9 130.3],[ 58.5 112.4],"(array([ 97. , 140.7]),)","(array([105.2, 141.8]),)","(array([62.2, 95.8]),)","(array([60.1, 97.2]),)","(array([30.2, 50.4]),)","(array([29.2, 50.8]),)"
2821, House Price Index (QoQ)_3.5,EURNZD,2,0.9,1330.1,1590.6,[524.6 805.5],[ 580.5 1010.1],[247.9 433.1],[325.2 494.2],[276.7 550.6],[255.3 646.9],[ 99.5 173.5],[134.2 196.9],[ 96.1 167.7],[ 71.2 137.4],"(array([119.5, 164.3]),)","(array([118.2, 159.9]),)","(array([62.2, 96.2]),)","(array([60.1, 97.2]),)","(array([29.9, 50.1]),)","(array([29.2, 50.8]),)"
2822, House Price Index (QoQ)_4,EURNZD,2,0.83,1363.5,1637.5,[545.3 818.2],[ 608.  1029.5],[256.8 446.6],[332.7 507. ],[288.5 560.8],[275.2 667.6],[108.2 189.6],[143.5 214.4],[110.6 192.3],[ 98.2 185. ],"(array([137.6, 185.4]),)","(array([136.8, 183.2]),)","(array([62.2, 96.2]),)","(array([60.1, 97.2]),)","(array([29.9, 50.1]),)","(array([29.2, 50.8]),)"
2823, Housing Credit _0.5,EURNZD,3,0.57,622.5,553.8,[250.  372.5],[243.1 310.7],[130.3 258.6],[134.2 231.8],[119.8 219. ],[108.9 220.5],[11.8 24.3],[13.6 26.3],[12.2 25.2],[12.3 26. ],"(array([20.5, 29.5]),)","(array([22.6, 32. ]),)","(array([ 89.4, 167.7]),)","(array([ 73.7, 113. ]),)","(array([43.4, 83.8]),)","(array([24. , 41.7]),)"
2824, Housing Credit _1,EURNZD,2,0.925,946.0,787.8,[373.7 572.3],[356.4 431.4],[211.1 418.8],[218.1 357.6],[162.6 310.6],[138.3 256.9],[28.9 51.2],[31.1 54.6],[26.1 48.5],[22.1 44.2],"(array([35.6, 51.8]),)","(array([38.2, 53.6]),)","(array([ 89.9, 168.3]),)","(array([ 73.7, 113. ]),)","(array([43.7, 84.1]),)","(array([24. , 41.7]),)"
2825, Housing Credit _1.5,EURNZD,4,0.9425,1121.6999999999998,1004.4,[442.9 678.8],[436.7 567.7],[246.1 477. ],[243.7 412.3],[196.9 372.8],[193.  363.2],[40.4 72.1],[32.6 58. ],[40.7 74.7],[44.2 81.6],"(array([52.9, 75.6]),)","(array([58.2, 77. ]),)","(array([ 89.9, 168.3]),)","(array([ 73.7, 113. ]),)","(array([43.7, 84.1]),)","(array([24. , 41.7]),)"
2826, Housing Credit _2,EURNZD,3,0.7666666666666667,1247.7,1126.6,[492.1 755.6],[487.2 639.4],[279.7 550.5],[260.  432.5],[212.5 395.2],[227.2 423.1],[55.4 99.5],[45.9 85.9],[51.5 93.4],[ 65.8 109.8],"(array([70.1, 99.8]),)","(array([60.7, 86.9]),)","(array([ 90.3, 168.8]),)","(array([ 73.7, 113. ]),)","(array([43.9, 84.4]),)","(array([24. , 41.7]),)"
2827, Housing Credit _2.5,EURNZD,3,0.9,1335.7,1247.3,[529.  806.7],[528.  719.3],[299.3 585.1],[283.  483.1],[229.7 432.6],[245.  466.3],[ 65.5 116.5],[46.7 88.1],[ 62.5 114.9],[ 90.8 136.1],"(array([ 84.4, 119.4]),)","(array([ 74.7, 102.9]),)","(array([ 90.3, 168.8]),)","(array([ 73.7, 113. ]),)","(array([43.9, 84.4]),)","(array([24. , 41.7]),)"
2828, Housing Credit _3,EURNZD,4,0.67,1398.6,1266.8000000000002,[553.6 845. ],[541.6 725.2],[309.2 602.1],[284.  485.4],[244.4 466.7],[257.6 471.5],[ 80.7 142.1],[ 55.7 110.3],[ 73.4 134.3],[ 92.2 139.5],"(array([ 99.8, 140.1]),)","(array([ 85.1, 120.8]),)","(array([ 90.3, 168.8]),)","(array([ 73.7, 113. ]),)","(array([43.9, 84.4]),)","(array([24. , 41.7]),)"
2829, Housing Credit _3.5,EURNZD,3,0.8966666666666666,1487.6,1287.4,[587.8 899.8],[548.9 738.5],[323.6 628.4],[290.3 501. ],[264.1 513.1],[258.6 471.9],[ 89.9 157.9],[ 56.9 114.4],[ 90.1 164.8],[ 97.5 153.2],"(array([115.9, 164.5]),)","(array([ 91.6, 134.9]),)","(array([ 89.8, 168.4]),)","(array([ 73.7, 113. ]),)","(array([43.7, 84.4]),)","(array([24. , 41.7]),)"
2830, Housing Credit _4,EURNZD,3,0.5533333333333333,1567.4,1318.9,[617.9 949.5],[570.8 748.1],[336.9 648.4],[299.1 503.2],[281.  551.1],[271.7 491.6],[ 99.6 176.9],[ 86.  170.8],[106.5 194.4],[122.6 201. ],"(array([134.9, 192.8]),)","(array([135.4, 197.6]),)","(array([ 90.4, 169. ]),)","(array([ 73.7, 113. ]),)","(array([44. , 84.7]),)","(array([24. , 41.7]),)"
2831, Housing Starts (QoQ)_0.5,EURNZD,2,0.93,558.7,558.7,[228.6 330.1],[228.6 330.1],[ 78.8 132.9],[ 78.8 132.9],[149.8 241.9],[149.8 241.9],[ 6.4 18.4],[ 6.4 18.4],[12.7 23.4],[12.7 23.4],"(array([20.4, 27.4]),)","(array([20.4, 27.4]),)","(array([76.7, 98.5]),)","(array([76.7, 98.5]),)","(array([40.7, 59.7]),)","(array([40.7, 59.7]),)"
2832, Housing Starts (QoQ)_1,EURNZD,2,0.875,778.6,778.6,[315.1 463.5],[315.1 463.5],[148.4 279.5],[148.4 279.5],[166.8 294.7],[166.8 294.7],[27.1 49.7],[27.1 49.7],[22.9 45. ],[22.9 45. ],"(array([38.8, 50.4]),)","(array([38.8, 50.4]),)","(array([75. , 97.6]),)","(array([75. , 97.6]),)","(array([38.3, 57.1]),)","(array([38.3, 57.1]),)"
2833, Housing Starts (QoQ)_1.5,EURNZD,2,0.915,896.5999999999999,896.5999999999999,[369.3 527.3],[369.3 527.3],[153.5 284.9],[153.5 284.9],[215.8 356.3],[215.8 356.3],[31.5 58. ],[31.5 58. ],[52.6 84.5],[52.6 84.5],"(array([48.6, 68.7]),)","(array([48.6, 68.7]),)","(array([75. , 97.6]),)","(array([75. , 97.6]),)","(array([38.3, 57.1]),)","(array([38.3, 57.1]),)"
2834, Housing Starts (QoQ)_2,EURNZD,2,0.875,1007.0,1007.0,[423.9 583.1],[423.9 583.1],[176.6 307.2],[176.6 307.2],[247.3 381.2],[247.3 381.2],[50.  96.2],[50.  96.2],[ 64.6 100.1],[ 64.6 100.1],"(array([68.9, 98.6]),)","(array([68.9, 98.6]),)","(array([75. , 97.6]),)","(array([75. , 97.6]),)","(array([38.3, 57.1]),)","(array([38.3, 57.1]),)"
2835, Housing Starts (QoQ)_2.5,EURNZD,2,0.9,1018.5,1018.5,[432.4 586.1],[432.4 586.1],[172.7 282.3],[172.7 282.3],[259.7 398.5],[259.7 398.5],[ 76.6 143.7],[ 76.6 143.7],[60.3 96.2],[60.3 96.2],"(array([ 90.3, 118.9]),)","(array([ 90.3, 118.9]),)","(array([72.9, 96.2]),)","(array([72.9, 96.2]),)","(array([38. , 58.2]),)","(array([38. , 58.2]),)"
2836, Housing Starts (QoQ)_3,EURNZD,2,0.875,1036.8,1036.8,[436.3 600.5],[436.3 600.5],[148.2 247.2],[148.2 247.2],[288.2 435.1],[288.2 435.1],[ 71.3 142.5],[ 71.3 142.5],[ 78.3 126.6],[ 78.3 126.6],"(array([ 99. , 142.3]),)","(array([ 99. , 142.3]),)","(array([71.7, 96.7]),)","(array([71.7, 96.7]),)","(array([36. , 57.1]),)","(array([36. , 57.1]),)"
2837, Housing Starts (QoQ)_3.5,EURNZD,2,1.0,1059.5,1059.5,[457.7 601.8],[457.7 601.8],[148.2 247.2],[148.2 247.2],[309.5 447.4],[309.5 447.4],[ 71.3 142.5],[ 71.3 142.5],[ 98.5 167. ],[ 98.5 167. ],"(array([119.2, 178.7]),)","(array([119.2, 178.7]),)","(array([71.7, 96.7]),)","(array([71.7, 96.7]),)","(array([36. , 57.1]),)","(array([36. , 57.1]),)"
2838, Housing Starts (QoQ)_4,EURNZD,2,1.0,1059.5,1059.5,[457.7 601.8],[457.7 601.8],[148.2 247.2],[148.2 247.2],[309.5 447.4],[309.5 447.4],[ 71.3 142.5],[ 71.3 142.5],[ 98.5 167. ],[ 98.5 167. ],"(array([119.2, 178.7]),)","(array([119.2, 178.7]),)","(array([71.7, 96.7]),)","(array([71.7, 96.7]),)","(array([36. , 57.1]),)","(array([36. , 57.1]),)"
2839, Import Price Index (QoQ)_0.5,EURNZD,2,0.875,618.3,507.2,[247.7 370.6],[226.3 280.9],[127.7 253.9],[101.9 173.1],[119.9 209. ],[124.4 210.2],[10.  22.4],[14.  28.3],[12.7 24.4],[15.7 27.3],"(array([19.9, 28.3]),)","(array([22.7, 31.3]),)","(array([ 76.7, 122.1]),)","(array([63.7, 91.4]),)","(array([40.9, 74. ]),)","(array([33.3, 53.5]),)"
2840, Import Price Index (QoQ)_1,EURNZD,2,0.865,871.3,766.5,[342.4 528.9],[310.2 456.3],[182.7 371.2],[128.9 269.1],[159.7 297.5],[181.3 337.3],[25.6 48.7],[20.7 42. ],[23.5 45.1],[27.7 49.2],"(array([36.9, 54.3]),)","(array([34.4, 53. ]),)","(array([ 76.7, 122.1]),)","(array([63.7, 91.4]),)","(array([40.9, 74. ]),)","(array([33.3, 53.5]),)"
2841, Import Price Index (QoQ)_1.5,EURNZD,3,0.95,1022.8,852.0999999999999,[411.7 611.1],[355.2 496.9],[215.5 431.2],[144.1 294.4],[196.2 357.4],[211.1 367.3],[37.9 70.9],[30.4 63. ],[40.8 73.7],[48.1 75.2],"(array([54.8, 77.4]),)","(array([53.2, 73. ]),)","(array([ 75.1, 119.3]),)","(array([63.7, 91.4]),)","(array([39.6, 71.6]),)","(array([33.3, 53.5]),)"
2842, Import Price Index (QoQ)_2,EURNZD,2,0.92,1082.6,955.6,[442.4 640.2],[411.5 544.1],[228.2 437.9],[184.7 353.1],[214.2 393. ],[226.7 397.7],[52.5 95.9],[ 62.9 114.4],[48.5 90.5],[50.7 82.7],"(array([70.3, 96.9]),)","(array([72.2, 97.8]),)","(array([ 74.7, 119.7]),)","(array([63.7, 91.4]),)","(array([39.8, 72.5]),)","(array([33.3, 53.5]),)"
2843, Import Price Index (QoQ)_2.5,EURNZD,2,0.88,1131.3,1014.1,[469.5 661.8],[438.1 576. ],[237.8 451.9],[204.9 389.1],[231.8 419.4],[233.2 414.2],[ 65.  117.3],[ 71.7 132.8],[ 60.3 112.6],[51.4 84.9],"(array([ 84.7, 116.3]),)","(array([ 81.7, 111.8]),)","(array([ 74.5, 120.2]),)","(array([63.7, 91.4]),)","(array([40.4, 73.6]),)","(array([33.3, 53.5]),)"
2844, Import Price Index (QoQ)_3,EURNZD,2,0.915,1187.2,1105.5,[496.3 690.9],[469.6 635.9],[258.  482.9],[236.2 462.8],[238.3 426.1],[233.3 414.2],[ 80.4 143.8],[ 86.7 159.5],[ 69.2 128.3],[ 62.4 105.9],"(array([ 93.9, 132.2]),)","(array([ 95.6, 135.4]),)","(array([ 75.6, 121.1]),)","(array([63.7, 91.4]),)","(array([41.2, 74.3]),)","(array([33.3, 53.5]),)"
2845, Import Price Index (QoQ)_3.5,EURNZD,2,0.885,1224.4,1166.8,[527.2 697.2],[500.3 666.5],[270.6 486.4],[247.6 489.8],[256.6 442.3],[252.7 436.4],[ 91.  166.4],[ 92.7 172.7],[ 90.2 161.8],[ 92.2 163.1],"(array([115.8, 162.1]),)","(array([112.2, 164.1]),)","(array([ 73.6, 117.6]),)","(array([63.7, 91.4]),)","(array([39. , 68.9]),)","(array([33.3, 53.5]),)"
2846, Import Price Index (QoQ)_4,EURNZD,2,0.905,1270.9,1229.8000000000002,[551.3 719.6],[526.7 703.1],[284.6 507.4],[269.1 524.5],[266.7 457.6],[257.7 446.4],[101.2 184.4],[112.3 201.7],[106.  188.6],[ 94.5 169.3],"(array([132.3, 186.8]),)","(array([125.2, 182. ]),)","(array([ 73.8, 118.3]),)","(array([63.7, 91.4]),)","(array([38.8, 69.1]),)","(array([33.3, 53.5]),)"
2847, Imports (MoM)_0.5,EURNZD,2,0.83,610.7,576.0,[241.6 369.1],[229.1 346.9],[129.4 244.2],[ 70.1 132.4],[112.2 218.5],[159.  301.5],[11.  22.7],[ 6.4 16.4],[ 9.7 22. ],[12.7 25.2],"(array([19.3, 27.6]),)","(array([13.9, 22.3]),)","(array([ 84.9, 141.4]),)","(array([ 84.5, 122.1]),)","(array([41.1, 79. ]),)","(array([40.7, 62.8]),)"
2848, Imports (MoM)_1,EURNZD,3,0.9366666666666666,828.0999999999999,757.3,[334.2 493.9],[306.2 451.1],[178.  333.7],[ 89.7 182.1],[156.2 280. ],[216.6 380.6],[25.6 47.2],[17.  36.9],[27.5 51.1],[34.1 58.1],"(array([36.9, 51.7]),)","(array([39.6, 52.9]),)","(array([ 85.4, 141.8]),)","(array([ 84.5, 122.1]),)","(array([41.4, 79.3]),)","(array([40.7, 62.8]),)"
2849, Imports (MoM)_1.5,EURNZD,4,0.835,1002.3,878.9,[408.5 593.8],[370.9 508. ],[214.8 398.9],[111.6 212.6],[193.6 348.1],[259.3 427.1],[39.5 71.2],[28.  59.4],[42.9 76.7],[60.2 89.4],"(array([51.7, 74.4]),)","(array([60.4, 81.1]),)","(array([ 85.4, 141.8]),)","(array([ 84.5, 122.1]),)","(array([41.4, 79.3]),)","(array([40.7, 62.8]),)"
2850, Imports (MoM)_2,EURNZD,3,0.9166666666666666,1136.3,949.6,[461.4 674.9],[414.  535.6],[242.7 455.2],[119.6 228.3],[218.7 397.7],[294.4 456.9],[51.8 94.1],[40.3 84.3],[53.2 96.3],[ 72.5 110.5],"(array([68.9, 98.6]),)","(array([76.5, 99. ]),)","(array([ 86. , 142.4]),)","(array([ 84.5, 122.1]),)","(array([41.7, 79.7]),)","(array([40.7, 62.8]),)"
2851, Imports (MoM)_2.5,EURNZD,4,0.9375,1233.5,1046.7,[503.1 730.4],[456.2 590.5],[257.3 477.3],[132.4 233.7],[245.8 452.7],[323.7 502.4],[ 64.9 117.4],[ 63.2 117.3],[ 68.9 122.5],[ 86.2 134.1],"(array([ 84. , 122.3]),)","(array([ 80.7, 119.6]),)","(array([ 86. , 142.4]),)","(array([ 84.5, 122.1]),)","(array([41.7, 79.7]),)","(array([40.7, 62.8]),)"
2852, Imports (MoM)_3,EURNZD,3,0.9066666666666666,1356.9,1149.4,[543.9 813. ],[505.2 644.2],[274.7 497.6],[149.7 265.1],[269.3 528. ],[355.4 534.1],[ 74.2 134.3],[ 80.1 143.5],[ 85.8 149.3],[109. 163.],"(array([ 99.2, 142.2]),)","(array([ 94.1, 138.9]),)","(array([ 86.2, 142.8]),)","(array([ 84.5, 122.1]),)","(array([41.9, 79.9]),)","(array([40.7, 62.8]),)"
2853, Imports (MoM)_3.5,EURNZD,2,0.86,1492.1,1275.3000000000002,[585.5 906.6],[548.7 726.6],[297.1 576.2],[149.7 265.1],[288.3 560.4],[398.9 620.1],[ 87.2 158.2],[ 80.1 143.5],[ 99.5 173.8],[136.7 206.8],"(array([118.8, 170.8]),)","(array([121.7, 186. ]),)","(array([ 85.5, 141.5]),)","(array([ 84.5, 122.1]),)","(array([41.6, 79.7]),)","(array([40.7, 62.8]),)"
2854, Imports (MoM)_4,EURNZD,2,0.865,1572.5,1418.3,[619.9 952.6],[592.9 825.4],[308.5 597. ],[156.3 281.2],[311.4 595.5],[436.6 718.5],[ 95.4 175.8],[ 90.1 166.6],[117.3 205.5],[146.2 225.3],"(array([138.2, 198.9]),)","(array([141.3, 219.7]),)","(array([ 85.9, 141.9]),)","(array([ 84.5, 122.1]),)","(array([41.8, 79.9]),)","(array([40.7, 62.8]),)"
2855, Invest Housing Finance (MoM)_0.5,EURNZD,3,0.8933333333333333,596.5,595.9,[237.9 358.6],[242.9 353. ],[128.6 240.2],[143.7 267.3],[109.3 206.2],[ 99.2 165.6],[13.3 25.6],[18.3 26.3],[10.4 22.3],[10.  23.2],"(array([19. , 27.6]),)","(array([16.7, 23.1]),)","(array([ 80.6, 128.6]),)","(array([ 73. , 114.5]),)","(array([39.9, 71.8]),)","(array([35.9, 70.5]),)"
2856, Invest Housing Finance (MoM)_1,EURNZD,3,0.9566666666666668,849.7,695.2,[343.  506.7],[305.  390.2],[180.1 343.3],[164.6 282.1],[162.8 297.4],[140.4 231.9],[27.  48.9],[29.6 45.1],[28.1 50.9],[31.5 55.9],"(array([36.5, 51.1]),)","(array([32.7, 44.1]),)","(array([ 81.1, 128.9]),)","(array([ 73. , 114.5]),)","(array([40.2, 72.1]),)","(array([35.9, 70.5]),)"
2857, Invest Housing Finance (MoM)_1.5,EURNZD,4,0.98,995.0,797.0,[410.6 584.4],[359.7 437.3],[217.6 405.2],[193.7 322.2],[193. 345.],[166.  287.8],[43.5 77.1],[45.4 72.3],[39.9 72.1],[43.2 78.3],"(array([53.6, 75.1]),)","(array([47.8, 63.2]),)","(array([ 81.1, 128.9]),)","(array([ 73. , 114.5]),)","(array([40.2, 72.1]),)","(array([35.9, 70.5]),)"
2858, Invest Housing Finance (MoM)_2,EURNZD,3,0.9566666666666668,1292.5,806.4000000000001,[484.  808.5],[365.1 441.3],[264.1 583.6],[196.1 323. ],[219.9 401.9],[169.  294.6],[55.8 98.9],[55.2 89.9],[51.3 94.4],[51.7 97. ],"(array([ 70.5, 100.9]),)","(array([56.5, 85.5]),)","(array([ 81.1, 128.9]),)","(array([ 73. , 114.5]),)","(array([40.2, 72.1]),)","(array([35.9, 70.5]),)"
2859, Invest Housing Finance (MoM)_2.5,EURNZD,3,0.9266666666666666,1379.4,916.4,[523.1 856.3],[411.7 504.7],[283.9 616.6],[222.2 355.9],[239.2 440.7],[189.4 353.2],[ 66.6 118.8],[ 66.3 115.5],[ 64.2 117.7],[ 57.8 112.4],"(array([ 87.7, 122.5]),)","(array([ 73.8, 109.3]),)","(array([ 81.1, 128.9]),)","(array([ 73. , 114.5]),)","(array([40.2, 72.1]),)","(array([35.9, 70.5]),)"
2860, Invest Housing Finance (MoM)_3,EURNZD,3,0.91,1538.5,984.0,[558.1 980.4],[436.5 547.5],[304.4 724. ],[236.2 378.9],[253.7 462.4],[200.2 385.6],[ 75.6 135.8],[ 79.7 139.4],[ 77.3 139.2],[ 59.7 117.4],"(array([101.1, 141. ]),)","(array([ 83.8, 119.6]),)","(array([ 81.1, 128.9]),)","(array([ 73. , 114.5]),)","(array([40.2, 72.1]),)","(array([35.9, 70.5]),)"
2861, Invest Housing Finance (MoM)_3.5,EURNZD,2,0.885,1616.6,1074.4,[ 590.3 1026.3],[467.2 607.2],[321.8 753.4],[264.9 450.8],[268.5 497. ],[202.2 392.1],[ 90.3 162.7],[ 94.8 167.5],[ 91.9 166.7],[ 62.2 124.8],"(array([120.3, 170.4]),)","(array([101.6, 152.5]),)","(array([ 80.3, 127.4]),)","(array([ 73. , 114.5]),)","(array([39.9, 71.7]),)","(array([35.9, 70.5]),)"
